Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,26.05555555555556,47.95,0.0,954.5019097222222,994.0703125,629.1328125,3031.2839409722224,3660.55078125,2926.20703125
2,43.378,49.45,24.975,1037.41640625,1045.2890625,1017.09765625,2602.908125,2681.63671875,2583.76953125
3,26.445833333333344,48.375,0.0,1084.7906436011904,1090.5234375,1064.12109375,2412.5026971726193,2441.28515625,2402.84375
4,42.65238095238097,47.95,0.5,1167.8614211309523,1224.67578125,1086.5078125,2277.7942708333335,2393.1484375,2216.63671875
5,41.92142857142859,48.675,0.0,1235.4717261904761,1238.875,1222.609375,2104.1441592261904,2215.12890625,2086.27734375
6,44.3092105263158,49.225,20.225,1238.942228618421,1239.26171875,1236.84765625,2062.0067845394738,2065.71484375,2058.0859375
7,44.54100000000001,48.725,33.725,1239.27703125,1241.234375,1237.234375,2053.2475,2059.8125,2048.78515625
8,43.97613636363638,49.7,33.2,1239.166903409091,1239.28125,1237.20703125,2047.5775923295455,2051.6640625,2042.95703125
9,38.41339285714286,48.725,9.25,1245.122349330357,1245.24609375,1242.9921875,1963.066685267857,1975.90234375,1905.54296875
10,27.391666666666673,50.95,0.0,1257.8792782738096,1260.55078125,1243.16796875,1890.4171316964287,1931.8203125,1855.04296875
11,43.27500000000002,48.7,25.25,1265.7243088942307,1268.76953125,1256.5078125,1913.3853665865386,1930.58203125,1908.2734375
12,22.61785714285715,48.45,0.0,1266.6565358231708,1266.7421875,1264.68359375,1845.1715891768292,1852.08203125,1837.23828125
13,43.75000000000001,48.2,21.975,1266.8182744565217,1268.91796875,1264.65234375,1834.2437160326087,1837.92578125,1829.16015625
14,24.79464285714286,47.825,0.0,1266.7993521341464,1266.8828125,1264.82421875,1860.1918826219512,1863.19140625,1855.2578125
15,39.41785714285716,48.45,8.25,1266.8279389880952,1268.828125,1264.78515625,1835.5238095238096,1843.5703125,1831.4296875
16,42.91190476190478,49.7,6.75,1266.6973586309523,1266.8125,1264.75390625,1819.9540550595239,1823.62890625,1814.89453125
17,42.540476190476205,47.45,0.0,1266.7540922619048,1268.76171875,1264.71875,1816.964099702381,1824.64453125,1813.203125
18,43.38333333333334,57.425,9.5,1273.696800595238,1273.82421875,1271.7109375,1848.631324404762,1851.4765625,1845.2734375
