Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,42.347000000000016,53.7,15.5,947.42,986.80859375,627.71875,3010.989375,3628.90234375,2916.5703125
2,40.75113636363637,49.95,0.25,1040.7416548295455,1045.0625,1003.74609375,2499.001953125,2584.90234375,2428.76171875
3,44.46029411764707,51.2,17.0,1081.9455422794117,1087.1171875,1056.4765625,2278.4963235294117,2325.78515625,2183.984375
4,46.673437500000006,50.35,24.975,1221.399658203125,1234.4609375,1089.9140625,2023.718994140625,2251.30078125,1996.95703125
5,44.675,52.15,0.0,1233.9555121527778,1234.58203125,1226.21484375,1994.501953125,2019.6328125,1985.66015625
6,45.62058823529413,52.2,35.225,1220.92578125,1221.265625,1218.8515625,1962.77734375,1982.8046875,1958.49609375
7,47.56166666666668,50.225,44.7,1226.8182291666667,1229.00390625,1222.73046875,1965.5442708333333,1980.97265625,1956.24609375
8,45.55000000000001,51.975,4.0,1238.951416015625,1240.83984375,1236.77734375,1961.91455078125,1967.4453125,1957.46875
9,45.04062500000001,51.25,0.0,1237.986572265625,1240.1796875,1233.7890625,1913.26611328125,1925.98046875,1908.1015625
10,40.893055555555556,52.225,0.0,1234.935763888889,1237.94140625,1220.39453125,1927.6158854166667,1945.44921875,1924.8515625
11,45.7842105263158,51.95,27.225,1260.8618421052631,1263.4296875,1247.9296875,1820.6381578947369,1860.25,1810.6015625
12,47.10625,52.225,18.0,1261.29833984375,1261.4453125,1259.3828125,1704.577880859375,1725.69140625,1698.6015625
13,47.59000000000001,50.85,40.95,1255.1278645833333,1255.48046875,1251.2421875,1652.3997395833333,1655.41796875,1644.765625
