Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,27.42,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.7633,0.7452,23.42,"[45, 55, 16, 184]",0.7592,0.7633,300
3,0.4767,0.4254,25.23,"[99, 1, 156, 44]",0.7813,0.4767,300
4,0.3333,0.1667,22.86,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,23.17,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,25.09,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.7067,0.7099,26.53,"[61, 39, 49, 151]",0.7147,0.7067,300
8,0.7633,0.7666,26.19,"[71, 29, 42, 158]",0.7727,0.7633,300
9,0.8433,0.8398,21.24,"[69, 31, 16, 184]",0.8411,0.8433,300
10,0.8933,0.8899,25.48,"[74, 26, 6, 194]",0.8962,0.8933,300
11,0.8567,0.8544,28.09,"[73, 27, 16, 184]",0.8548,0.8567,300
12,0.83,0.8279,27.91,"[70, 30, 21, 179]",0.8274,0.83,300
13,0.9,0.8964,25.39,"[74, 26, 4, 196]",0.9048,0.9,300
14,0.89,0.8854,25.14,"[71, 29, 4, 196]",0.8963,0.89,300
15,0.9233,0.9204,22.21,"[77, 23, 0, 200]",0.9312,0.9233,300
