Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,18.03,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.62,0.6307,17.03,"[70, 30, 84, 116]",0.6812,0.62,300
3,0.5967,0.6011,22.04,"[84, 16, 105, 95]",0.7187,0.5967,300
4,0.3767,0.2756,16.03,"[95, 5, 182, 18]",0.6361,0.3767,300
5,0.62,0.6268,22.04,"[83, 17, 97, 103]",0.7259,0.62,300
6,0.6367,0.6417,17.03,"[52, 48, 61, 139]",0.6489,0.6367,300
7,0.44,0.4045,22.04,"[86, 14, 154, 46]",0.6306,0.44,300
8,0.6733,0.6775,19.03,"[57, 43, 55, 145]",0.6838,0.6733,300
9,0.8,0.7778,22.03,"[45, 55, 5, 195]",0.82,0.8,300
10,0.77,0.7766,16.03,"[90, 10, 59, 141]",0.8239,0.77,300
11,0.84,0.8411,20.03,"[79, 21, 27, 173]",0.8429,0.84,300
12,0.8733,0.875,22.04,"[87, 13, 25, 175]",0.8795,0.8733,300
13,0.91,0.9105,17.03,"[89, 11, 16, 184]",0.9116,0.91,300
