Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6767,0.556,28.45,"[3, 97, 0, 200]",0.7823,0.6767,300
2,0.3333,0.1667,24.17,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,23.41,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.5667,0.5765,25.33,"[71, 29, 101, 99]",0.6532,0.5667,300
5,0.3333,0.1667,25.41,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,23.23,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.51,0.5006,23.1,"[84, 16, 131, 69]",0.6714,0.51,300
8,0.3433,0.1931,25.53,"[99, 1, 196, 4]",0.6452,0.3433,300
9,0.3733,0.252,25.13,"[99, 1, 187, 13]",0.7344,0.3733,300
10,0.8733,0.8666,22.22,"[66, 34, 4, 196]",0.8824,0.8733,300
11,0.93,0.9276,27.01,"[79, 21, 0, 200]",0.9367,0.93,300
