Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.5433,0.5553,23.04,"[63, 37, 100, 100]",0.6155,0.5433,300
2,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
3,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
4,0.5433,0.5553,1.01,"[63, 37, 100, 100]",0.6155,0.5433,300
5,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
6,0.5433,0.5553,1.01,"[63, 37, 100, 100]",0.6155,0.5433,300
7,0.5433,0.5553,1.01,"[63, 37, 100, 100]",0.6155,0.5433,300
8,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
9,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
10,0.5433,0.5553,1.01,"[63, 37, 100, 100]",0.6155,0.5433,300
11,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
12,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
13,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
14,0.5433,0.5553,1.01,"[63, 37, 100, 100]",0.6155,0.5433,300
15,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
16,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
17,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
18,0.5433,0.5553,1.01,"[63, 37, 100, 100]",0.6155,0.5433,300
19,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
20,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
21,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
22,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
23,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
24,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
25,0.5433,0.5553,1.0,"[63, 37, 100, 100]",0.6155,0.5433,300
