Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.36,0.2705,17.02,"[89, 11, 181, 19]",0.5321,0.36,300
2,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
3,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
4,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
5,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
6,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
7,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
8,0.36,0.2705,1.01,"[89, 11, 181, 19]",0.5321,0.36,300
9,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
10,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
11,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
12,0.36,0.2705,1.01,"[89, 11, 181, 19]",0.5321,0.36,300
13,0.36,0.2705,1.01,"[89, 11, 181, 19]",0.5321,0.36,300
14,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
15,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
16,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
17,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
18,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
19,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
20,0.36,0.2705,1.01,"[89, 11, 181, 19]",0.5321,0.36,300
21,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
22,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
23,0.36,0.2705,1.01,"[89, 11, 181, 19]",0.5321,0.36,300
24,0.36,0.2705,1.0,"[89, 11, 181, 19]",0.5321,0.36,300
25,0.36,0.2705,1.01,"[89, 11, 181, 19]",0.5321,0.36,300
