Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,21.888586956521745,44.95,0.0,1117.4643342391305,1157.93359375,829.33203125,2236.4112601902175,2796.13671875,2119.96484375
2,44.60625000000001,47.95,37.45,1418.43017578125,1421.46875,1387.1328125,1185.29248046875,1227.0859375,1179.09375
3,34.78809523809524,49.2,0.0,1436.4088541666667,1436.4375,1436.375,964.6731770833334,1004.34375,899.3671875
4,40.97916666666667,49.45,4.25,1459.836154513889,1463.96484375,1435.90625,790.0822482638889,931.7890625,773.39453125
5,37.37738095238096,48.95,0.0,1556.3232886904761,1598.06640625,1459.65234375,693.9849330357143,797.0546875,578.94140625
6,44.81093750000001,48.2,35.45,1605.6142578125,1610.671875,1594.41015625,749.84130859375,764.7265625,743.7109375
7,35.81904761904762,48.45,0.0,1606.7159598214287,1606.73828125,1606.68359375,736.7215401785714,757.484375,691.51953125
8,37.94605263157895,45.95,4.75,1605.7497944078948,1607.76171875,1603.70703125,726.2423930921053,762.51171875,708.1015625
9,34.93214285714286,48.475,0.0,1603.74609375,1603.76953125,1603.71875,653.0251116071429,660.86328125,638.5859375
10,37.38750000000001,48.2,8.725,1617.790264423077,1619.125,1610.640625,570.6819411057693,673.22265625,546.3046875
11,33.045238095238105,55.425,0.0,1606.1376488095239,1606.1640625,1606.109375,673.5301339285714,681.00390625,666.859375
12,45.52500000000001,51.2,37.7,1612.7769097222222,1612.9140625,1610.859375,594.5614149305555,597.02734375,592.96484375
13,43.1763888888889,48.2,19.5,1600.0792100694443,1600.20703125,1599.90625,664.3226996527778,665.66015625,658.82421875
