Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,36.94791666666668,47.375,0.0,1017.5499674479166,1074.34765625,738.76953125,2634.9899088541665,3156.8984375,2517.890625
2,43.630952380952394,48.45,11.225,1327.4036458333333,1332.69140625,1295.8984375,1524.9043898809523,1595.81640625,1505.38671875
3,43.108750000000015,47.7,21.225,1361.6419921875,1366.35546875,1342.0625,1312.3162109375,1358.97265625,1299.93359375
4,42.26184210526316,48.7,1.0,1486.954769736842,1502.69921875,1356.94921875,1155.951480263158,1303.94921875,1134.80859375
5,42.959722222222226,47.7,9.475,1505.470920138889,1506.71484375,1502.65625,1008.5427517361111,1108.2421875,990.87109375
6,43.83611111111112,47.95,31.95,1508.5807291666667,1508.91015625,1506.61328125,980.1078559027778,990.52734375,974.4765625
7,43.748611111111124,49.2,12.725,1506.1744791666667,1506.1953125,1506.140625,982.4637586805555,988.1484375,978.59375
8,36.80595238095239,48.95,0.0,1506.836681547619,1506.86328125,1506.8046875,926.1331845238095,942.38671875,868.359375
9,39.58095238095238,47.95,0.0,1515.7498139880952,1515.87109375,1513.81640625,821.3735119047619,839.93359375,782.19921875
10,43.98333333333334,47.95,36.2,1528.1375868055557,1530.62890625,1517.1640625,806.8908420138889,820.7734375,798.59375
11,42.657142857142865,51.7,15.225,1527.258556547619,1530.0,1519.19921875,801.5135788690476,812.15234375,799.19921875
