Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,46.254761904761914,53.2,27.225,924.0630580357143,990.3046875,654.30859375,3097.3690476190477,3597.81640625,2969.38671875
2,46.58020833333334,54.45,28.725,1042.97216796875,1049.25,1007.01953125,2595.2438151041665,2683.765625,2560.33203125
3,47.23382352941177,50.725,28.75,1062.0668658088234,1062.3125,1059.625,2407.5289522058824,2415.88671875,2401.76953125
4,44.17976190476192,51.95,0.0,1086.3359375,1090.37890625,1060.20703125,2232.908668154762,2379.7890625,2209.34765625
5,48.19705882352943,51.475,25.475,1176.6330422794117,1228.0,1081.37890625,2101.749080882353,2202.3203125,2043.37890625
6,46.826562500000016,52.475,13.0,1239.4296875,1241.28515625,1232.58203125,2017.02978515625,2026.09375,2013.3515625
7,39.25119047619049,51.7,0.0,1240.8097098214287,1240.94921875,1238.63671875,2009.643043154762,2011.65625,2007.22265625
8,48.503125,53.45,30.975,1247.795166015625,1247.984375,1245.7109375,2002.0751953125,2003.78515625,2000.54296875
9,47.91617647058825,53.45,17.975,1247.8187040441176,1247.96484375,1245.890625,1953.1695772058824,1958.94921875,1951.69921875
10,47.77031250000002,51.45,19.475,1233.92822265625,1235.96484375,1231.76953125,1949.971923828125,1958.51953125,1948.56640625
11,41.856578947368426,62.175,0.0,1247.9909539473683,1250.01953125,1245.765625,1927.106291118421,1935.55078125,1920.6015625
12,49.25468750000001,53.725,39.975,1241.33935546875,1243.16796875,1239.16796875,1858.08154296875,1866.203125,1855.828125
13,48.45588235294118,52.225,28.225,1248.1537224264705,1248.44140625,1245.91796875,1848.2532169117646,1851.48046875,1846.25390625
