Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3333,0.1667,41.49,"[100, 0, 200, 0]",0.1111,0.3333,300
2,0.3333,0.1667,47.52,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,52.01,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,38.11,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,27.72,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,34.93,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,29.43,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3467,0.1945,34.36,"[100, 0, 196, 4]",0.7793,0.3467,300
9,0.75,0.7564,30.18,"[95, 5, 70, 130]",0.8339,0.75,300
10,0.89,0.889,57.59,"[80, 20, 13, 187]",0.889,0.89,300
11,0.89,0.8893,65.63,"[81, 19, 14, 186]",0.8891,0.89,300
12,0.8733,0.864,59.01,"[62, 38, 0, 200]",0.8936,0.8733,300
13,0.8267,0.8308,41.67,"[88, 12, 40, 160]",0.8493,0.8267,300
14,0.9167,0.9132,28.26,"[75, 25, 0, 200]",0.9259,0.9167,300
