Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,41.82125000000001,51.7,0.0,952.9837582236842,995.328125,650.98046875,2948.5750411184213,3455.1953125,2839.47265625
2,39.68815789473685,53.225,0.0,1033.5896381578948,1043.515625,1013.33984375,2563.9325657894738,2611.94140625,2529.10546875
3,44.49761904761907,51.7,0.25,1076.834263392857,1079.59765625,1057.28125,2349.492745535714,2421.0,2337.90625
4,46.070312500000014,51.7,0.0,1222.187744140625,1232.7578125,1086.56640625,2134.394775390625,2324.98828125,2069.80078125
5,46.52812500000001,51.975,15.225,1223.238037109375,1225.66796875,1221.1875,2110.653564453125,2131.890625,2070.22265625
6,38.847619047619055,53.2,0.0,1217.307849702381,1217.6171875,1215.1328125,2017.4908854166667,2027.5703125,2012.09375
7,40.180555555555564,53.225,0.0,1219.3072916666667,1219.33984375,1219.25,2010.8003472222222,2016.5625,2001.3515625
8,49.60000000000001,53.2,32.225,1234.9940104166667,1235.15234375,1233.07421875,1993.3463541666667,1998.63671875,1991.5703125
9,47.314062500000006,52.975,12.25,1226.029541015625,1226.35546875,1224.078125,1966.2998046875,1985.52734375,1930.82421875
10,34.952380952380956,52.7,0.0,1219.313244047619,1219.484375,1217.1171875,1981.2637648809523,2002.93359375,1934.33203125
11,42.675833333333344,62.675,2.5,1238.8569010416666,1241.53125,1231.2734375,1818.1579427083334,1921.9296875,1784.77734375
