Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,41.70000000000001,51.2,7.25,976.31140625,1022.5,650.74609375,3008.2496875,3584.90234375,2916.5703125
2,40.74545454545456,50.425,0.25,1049.9449404761904,1052.3203125,1033.8828125,2502.499069940476,2584.90234375,2450.28125
3,44.79264705882355,51.95,14.725,1095.3901654411766,1135.5078125,1064.95703125,2278.870174632353,2325.78515625,2183.984375
4,46.68750000000001,50.475,28.975,1225.265869140625,1231.71484375,1133.4453125,2023.6728515625,2251.30078125,1996.95703125
5,43.94305555555556,52.2,0.0,1245.745876736111,1249.77734375,1231.54296875,1994.5149739583333,2019.6328125,1985.89453125
6,43.51527777777778,51.225,0.25,1256.6976996527778,1257.15625,1254.73046875,1962.7317708333333,1982.8046875,1958.49609375
7,47.34333333333335,51.725,37.975,1256.9963541666666,1257.15625,1255.09375,1965.5765625,1980.97265625,1956.23828125
8,45.654687500000016,51.225,9.5,1257.0,1257.15234375,1255.08984375,1961.8837890625,1967.4453125,1957.46875
9,45.4296875,52.2,1.0,1257.220703125,1259.23828125,1255.0859375,1913.12841796875,1925.98046875,1906.2421875
10,45.70312500000001,52.225,4.5,1237.826904296875,1238.0078125,1235.78515625,1927.56982421875,1945.44921875,1924.8515625
11,39.946590909090915,51.95,0.0,1253.280362215909,1260.671875,1250.55859375,1818.2805397727273,1860.25,1788.890625
12,35.479761904761915,50.975,0.0,1259.423549107143,1260.5703125,1256.59375,1697.672619047619,1725.82421875,1636.3203125
13,35.3025,51.975,0.0,1266.309765625,1267.03515625,1264.51953125,1646.330078125,1655.41796875,1609.96875
