Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,27.24,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.6667,0.5333,23.87,"[0, 100, 0, 200]",0.4444,0.6667,300
3,0.49,0.4566,22.9,"[94, 6, 147, 53]",0.7289,0.49,300
4,0.6567,0.6662,26.69,"[77, 23, 80, 120]",0.7229,0.6567,300
5,0.7,0.7074,27.15,"[70, 30, 60, 140]",0.7285,0.7,300
6,0.7933,0.7757,24.5,"[48, 52, 10, 190]",0.7993,0.7933,300
7,0.6567,0.662,22.47,"[56, 44, 59, 141]",0.6704,0.6567,300
8,0.8167,0.8064,25.17,"[57, 43, 12, 188]",0.8179,0.8167,300
9,0.8067,0.8088,23.08,"[76, 24, 34, 166]",0.8128,0.8067,300
10,0.8767,0.872,25.12,"[70, 30, 7, 193]",0.88,0.8767,300
11,0.6667,0.5333,29.43,"[0, 100, 0, 200]",0.4444,0.6667,300
12,0.93,0.9293,27.11,"[86, 14, 7, 193]",0.9298,0.93,300
