Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3333,0.1781,45.08,"[98, 2, 198, 2]",0.4437,0.3333,300
2,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
3,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
4,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
5,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
6,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
7,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
8,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
9,0.3333,0.1781,1.01,"[98, 2, 198, 2]",0.4437,0.3333,300
10,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
11,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
12,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
13,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
14,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
15,0.3333,0.1781,1.01,"[98, 2, 198, 2]",0.4437,0.3333,300
16,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
17,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
18,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
19,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
20,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
21,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
22,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
23,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
24,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
25,0.3333,0.1781,1.0,"[98, 2, 198, 2]",0.4437,0.3333,300
