Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,41.66339285714286,52.7,21.25,1253.611328125,1351.81640625,997.3828125,1833.2449776785713,2337.984375,1652.57421875
2,47.623750000000015,52.225,15.75,1626.173828125,1632.21484375,1591.8828125,685.08359375,765.046875,667.91796875
3,43.854807692307695,50.225,10.5,1610.77828125,1622.16015625,1588.10546875,520.10234375,577.3359375,493.57421875
4,25.7224358974359,54.975,0.0,1635.0634014423076,1642.03515625,1594.84765625,373.57271634615387,559.078125,289.37109375
5,46.153947368421065,52.225,12.475,1734.297697368421,1744.69921875,1632.14453125,375.1527549342105,452.45703125,339.91796875
6,30.993918918918922,53.475,0.0,1733.6814822635135,1736.234375,1730.1953125,465.83319256756755,558.48828125,366.6484375
7,43.82222222222222,53.2,0.75,1737.8311631944443,1739.86328125,1735.55859375,400.62398726851853,456.77734375,384.00390625
8,46.63804347826089,51.7,37.475,1571.0016983695652,1571.13671875,1569.00390625,685.7119565217391,696.47265625,678.03515625
9,26.18653846153847,50.975,0.0,1569.5675080128206,1570.44140625,1568.28515625,709.6407251602565,767.5625,500.76953125
10,32.75394736842106,52.225,0.0,1569.3474506578948,1570.1953125,1566.8125,653.8432360197369,695.796875,420.7734375
11,33.916249999999984,52.7,1.5,1661.60458984375,1672.4140625,1568.24609375,527.48642578125,669.0078125,247.0078125
12,43.015740740740746,52.475,21.375,1125.6613136574074,1129.37109375,1117.52734375,299.38715277777777,336.05859375,280.5234375
13,23.696794871794875,52.7,0.0,1114.5860376602564,1115.51953125,1112.62890625,599.3611778846154,732.86328125,516.5390625
14,47.005952380952394,53.225,38.225,1119.4512648809523,1119.87890625,1117.19921875,649.9170386904761,691.1796875,623.1484375
15,45.13295454545456,51.975,32.225,1128.1947798295455,1131.90234375,1125.34375,716.1713423295455,740.82421875,702.75
16,24.16707317073171,53.7,0.0,1118.5615472560976,1123.4765625,1117.35546875,621.4424542682926,676.4140625,534.765625
17,46.3804347826087,57.225,29.975,1126.996433423913,1130.62890625,1124.43359375,676.5725203804348,724.4140625,654.78125
18,46.39519230769231,59.7,12.975,1129.186298076923,1131.2890625,1124.98828125,702.8426983173077,735.08984375,687.75
