Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,41.4225,47.95,1.25,1033.9357421875,1087.171875,731.6328125,2695.5943359375,3262.125,2610.91015625
2,36.56071428571429,48.7,0.0,1323.3216145833333,1324.20703125,1308.12890625,1593.275111607143,1661.7421875,1501.8125
3,43.62222222222223,48.2,6.25,1352.451388888889,1355.46875,1331.4140625,1456.646701388889,1472.7109375,1452.88671875
4,43.20277777777778,47.7,4.0,1450.826171875,1491.25390625,1354.9375,1253.6844618055557,1363.80078125,1211.1015625
5,44.58529411764707,49.45,22.5,1488.13671875,1492.5,1482.45703125,1140.2502297794117,1222.12890625,1096.0546875
6,37.81904761904762,47.95,0.0,1501.836681547619,1501.86328125,1501.8046875,1053.5409226190477,1072.23046875,995.45703125
7,43.62205882352942,48.7,12.975,1492.772518382353,1492.953125,1490.64453125,1079.0923713235295,1085.4921875,1028.96875
8,44.21911764705883,47.2,17.725,1490.8591452205883,1490.87890625,1490.82421875,1055.6799172794117,1056.94921875,1053.5859375
9,19.706707317073175,47.45,0.0,1562.0955602134147,1570.71875,1559.49609375,878.265243902439,930.4609375,821.59375
10,43.595000000000006,48.45,24.725,1472.959375,1472.98046875,1472.91796875,983.5921875,990.01953125,980.81640625
11,44.44583333333334,55.45,1.0,1477.564670138889,1478.71875,1468.5078125,979.3567708333334,1017.83984375,924.80078125
12,44.2,48.95,12.225,1498.7302389705883,1498.75,1498.6953125,910.9489889705883,913.66015625,909.69140625
13,44.54117647058823,48.2,27.225,1472.4397977941176,1472.76953125,1470.48046875,956.6194852941177,964.61328125,954.796875
