Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6333,0.6438,38.2,"[70, 30, 80, 120]",0.6889,0.6333,300
2,0.3333,0.1667,29.37,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.6667,0.5333,26.05,"[0, 100, 0, 200]",0.4444,0.6667,300
4,0.6667,0.5333,28.03,"[0, 100, 0, 200]",0.4444,0.6667,300
5,0.3333,0.1667,28.67,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.6667,0.5333,42.28,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.6667,0.5333,54.48,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.3333,0.1667,34.34,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,52.53,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.3333,0.1667,35.69,"[100, 0, 200, 0]",0.1111,0.3333,300
11,0.6667,0.5333,35.82,"[0, 100, 0, 200]",0.4444,0.6667,300
12,0.6667,0.5333,46.64,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.6667,0.5333,24.06,"[0, 100, 0, 200]",0.4444,0.6667,300
14,0.6667,0.5333,34.11,"[0, 100, 0, 200]",0.4444,0.6667,300
15,0.6667,0.5333,32.49,"[0, 100, 0, 200]",0.4444,0.6667,300
16,0.6667,0.5333,27.92,"[0, 100, 0, 200]",0.4444,0.6667,300
17,0.3333,0.1667,27.65,"[100, 0, 200, 0]",0.1111,0.3333,300
18,0.93,0.9284,26.33,"[82, 18, 3, 197]",0.9324,0.93,300
