Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,41.85462962962964,51.7,4.75,918.1537905092592,990.96484375,651.828125,3069.042534722222,3536.94921875,2937.08984375
2,47.72205882352942,52.225,32.45,1041.9446231617646,1044.06640625,1009.41796875,2600.723345588235,2659.73828125,2595.01171875
3,48.090624999999996,54.225,28.725,1075.1617838541667,1079.46875,1057.15625,2415.5569661458335,2456.5859375,2407.6953125
4,24.05833333333334,52.2,0.0,1227.6929086538462,1232.43359375,1086.265625,2177.679186698718,2371.38671875,2156.9921875
5,46.03076923076924,52.45,20.725,1219.887920673077,1223.4921875,1207.23046875,2083.6923076923076,2178.69921875,2069.09765625
6,46.959375000000016,51.45,18.225,1237.282958984375,1237.78515625,1235.109375,2055.936767578125,2066.7265625,2052.4375
7,46.88035714285714,51.975,24.0,1228.076450892857,1228.125,1227.92578125,2031.704799107143,2033.421875,2030.515625
8,25.272435897435905,54.4,0.0,1244.0338541666667,1244.15234375,1241.8671875,2003.9197716346155,2011.60546875,2000.62890625
9,46.739583333333336,51.225,33.975,1238.857421875,1238.90625,1238.734375,1941.140625,1942.80078125,1939.0390625
10,46.255208333333336,57.8,2.75,1251.0572916666667,1251.3203125,1245.84765625,1939.7330729166667,1945.515625,1937.9296875
11,46.01458333333335,55.475,0.25,1257.53515625,1261.4140625,1249.26953125,1899.5374348958333,1920.1015625,1884.59765625
