Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,25.76,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.6667,0.5333,26.46,"[0, 100, 0, 200]",0.4444,0.6667,300
3,0.3333,0.1667,23.23,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.6667,0.5333,24.28,"[0, 100, 0, 200]",0.4444,0.6667,300
5,0.6667,0.5333,26.17,"[0, 100, 0, 200]",0.4444,0.6667,300
6,0.3333,0.1667,25.18,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.6667,0.5333,26.21,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.6667,0.5333,25.49,"[0, 100, 0, 200]",0.4444,0.6667,300
9,0.6667,0.5333,23.11,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.6667,0.5333,26.13,"[0, 100, 0, 200]",0.4444,0.6667,300
11,0.3333,0.1667,25.42,"[100, 0, 200, 0]",0.1111,0.3333,300
12,0.6667,0.5333,25.73,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.3333,0.1667,27.25,"[100, 0, 200, 0]",0.1111,0.3333,300
14,0.3333,0.1667,26.49,"[100, 0, 200, 0]",0.1111,0.3333,300
15,0.6667,0.5333,23.75,"[0, 100, 0, 200]",0.4444,0.6667,300
16,0.6667,0.5333,25.51,"[0, 100, 0, 200]",0.4444,0.6667,300
17,0.3333,0.1667,26.29,"[100, 0, 200, 0]",0.1111,0.3333,300
18,0.6667,0.5333,26.25,"[0, 100, 0, 200]",0.4444,0.6667,300
19,0.6667,0.5333,26.72,"[0, 100, 0, 200]",0.4444,0.6667,300
20,0.6667,0.5333,46.29,"[0, 100, 0, 200]",0.4444,0.6667,300
21,0.3333,0.1667,46.49,"[100, 0, 200, 0]",0.1111,0.3333,300
22,0.6667,0.5333,33.36,"[0, 100, 0, 200]",0.4444,0.6667,300
23,0.3333,0.1667,28.41,"[100, 0, 200, 0]",0.1111,0.3333,300
24,0.6667,0.5333,25.47,"[0, 100, 0, 200]",0.4444,0.6667,300
25,0.3333,0.1667,26.85,"[100, 0, 200, 0]",0.1111,0.3333,300
