Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,40.86206896551725,47.65,24.225,1034.1628502155172,1088.546875,735.22265625,1832.0592672413793,2400.36328125,1724.5546875
2,44.985526315789485,48.175,37.125,1324.923828125,1328.0078125,1311.66015625,755.262109375,783.30078125,741.1953125
3,36.1543103448276,50.7,15.225,1365.0467403017242,1373.95703125,1343.91015625,742.4636314655172,774.359375,720.31640625
4,44.437500000000014,50.45,32.95,1483.2150213068182,1498.5546875,1356.31640625,573.6400923295455,759.93359375,538.84375
5,43.06111111111112,48.7,6.75,1489.345486111111,1489.72265625,1483.39453125,631.7510850694445,636.2890625,627.71875
6,44.92500000000001,48.7,38.95,1463.554470486111,1465.40625,1463.40625,617.4303385416666,624.98828125,614.3203125
7,43.67142857142858,50.95,7.75,1462.861607142857,1462.88671875,1462.8203125,612.9720982142857,619.55859375,602.28515625
8,25.05535714285715,49.275,0.0,1462.7974330357142,1462.84375,1462.7734375,536.0698474702381,577.71875,413.08984375
9,38.56190476190477,49.45,0.0,1469.8776041666667,1471.75,1469.75,472.16964285714283,489.19921875,392.60546875
10,43.72500000000001,48.2,29.475,1457.774181547619,1457.95703125,1454.6484375,474.2403273809524,477.82421875,472.1328125
11,42.142391304347846,49.7,3.0,1419.0879755434783,1422.57421875,1411.14453125,439.8880774456522,460.40234375,432.0234375
12,42.582142857142856,47.2,19.975,1424.3699776785713,1426.23828125,1424.23828125,413.0600818452381,419.68359375,406.8984375
13,43.302500000000016,47.125,31.95,1362.927734375,1363.0546875,1362.74609375,419.7384765625,422.94921875,416.16015625
14,42.39880952380953,46.45,31.45,1370.157738095238,1372.07421875,1370.015625,491.8071056547619,496.3359375,488.3671875
15,37.95833333333334,50.45,0.0,1377.5494791666667,1377.58984375,1377.46484375,460.515625,465.26171875,398.8359375
16,42.70416666666667,46.75,31.475,1376.603515625,1376.62890625,1376.55859375,463.4943576388889,466.67578125,460.96875
17,43.23125000000002,48.25,34.45,1370.100390625,1370.12890625,1370.0625,448.3095703125,451.1328125,445.44140625
18,41.57386363636365,46.7,15.475,1363.041015625,1363.06640625,1362.99609375,477.4161931818182,481.40625,472.984375
19,40.2064814814815,46.225,22.475,1370.2427455357142,1372.31640625,1370.046875,442.0458984375,449.00390625,431.57421875
20,42.476250000000014,53.925,36.025,1363.228125,1363.25390625,1363.19140625,467.78046875,471.80859375,461.94140625
21,42.02142857142857,47.65,29.475,1363.1629464285713,1363.1953125,1363.12890625,415.6186755952381,421.36328125,381.359375
22,40.65394736842106,53.7,1.75,1363.114103618421,1365.0078125,1362.96875,367.80982730263156,371.90625,361.03515625
23,43.93421052631581,46.95,34.2,1369.7191611842106,1369.75,1369.68359375,408.8657483552632,415.671875,401.60546875
24,37.301190476190484,48.675,0.0,1361.887462797619,1361.921875,1361.8515625,471.34095982142856,479.1328125,417.2578125
25,43.69078947368422,47.95,32.2,1354.0489309210527,1354.07421875,1354.00390625,453.64925986842104,458.19921875,450.3984375
