Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6833,0.5805,23.05,"[7, 93, 2, 198]",0.7129,0.6833,300
2,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
3,0.6833,0.5805,1.01,"[7, 93, 2, 198]",0.7129,0.6833,300
4,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
5,0.6833,0.5805,1.01,"[7, 93, 2, 198]",0.7129,0.6833,300
6,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
7,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
8,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
9,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
10,0.6833,0.5805,1.01,"[7, 93, 2, 198]",0.7129,0.6833,300
11,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
12,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
13,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
14,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
15,0.6833,0.5805,1.01,"[7, 93, 2, 198]",0.7129,0.6833,300
16,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
17,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
18,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
19,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
20,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
21,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
22,0.6833,0.5805,1.01,"[7, 93, 2, 198]",0.7129,0.6833,300
23,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
24,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
25,0.6833,0.5805,1.0,"[7, 93, 2, 198]",0.7129,0.6833,300
