Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,42.2982142857143,50.875,25.0,927.3267299107143,990.34765625,647.3671875,3081.164481026786,3612.37890625,2963.296875
2,45.359090909090924,47.95,35.2,1038.3203125,1041.55859375,1013.3515625,2603.5768821022725,2667.6875,2592.73828125
3,45.095000000000006,48.45,33.7,1077.976953125,1085.828125,1053.3828125,2416.3197265625,2463.3125,2403.44140625
4,44.33522727272728,48.95,13.975,1186.6061789772727,1228.7109375,1090.78515625,2155.222478693182,2385.03515625,2101.7109375
5,44.173809523809545,48.2,18.475,1215.8748139880952,1220.703125,1210.4375,2107.9637276785716,2114.015625,2101.97265625
6,44.16785714285716,49.425,25.975,1241.720424107143,1242.01171875,1239.6015625,2036.2959449404761,2054.84765625,2030.984375
7,22.893292682926838,48.2,0.0,1241.1079458841464,1242.19140625,1239.953125,2023.952362804878,2031.60546875,2020.80859375
8,41.53676470588236,50.175,0.75,1242.2653952205883,1244.15625,1240.10546875,2016.6684283088234,2022.3671875,2013.16015625
9,40.88809523809525,47.95,0.0,1242.0684523809523,1242.3046875,1240.11328125,1956.7341889880952,1960.421875,1953.30078125
10,43.88421052631579,48.425,33.975,1252.969572368421,1253.71875,1240.26171875,1930.7660361842106,1954.24609375,1928.30078125
11,38.818750000000016,47.45,0.25,1261.5914713541667,1264.4140625,1251.62890625,1909.9514973958333,1924.9921875,1906.39453125
12,44.066666666666684,47.7,32.7,1262.2911086309523,1262.40625,1260.34765625,1835.096168154762,1844.8203125,1832.51171875
13,45.04027777777779,47.45,37.95,1262.3487413194443,1262.5390625,1260.30859375,1830.3315972222222,1836.11328125,1828.1328125
14,43.21428571428573,53.2,5.75,1262.3943452380952,1262.51171875,1260.453125,1828.5634300595239,1834.94140625,1821.4140625
15,43.70875000000001,48.95,10.5,1262.3626953125,1262.484375,1260.42578125,1818.246875,1822.51953125,1813.87109375
