Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,27.81,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.6667,0.5333,24.08,"[0, 100, 0, 200]",0.4444,0.6667,300
3,0.3333,0.1667,25.33,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,23.32,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,26.61,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.6667,0.5333,22.65,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.6667,0.5333,27.07,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.6667,0.5333,23.9,"[0, 100, 0, 200]",0.4444,0.6667,300
9,0.6667,0.5333,22.37,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.6667,0.5333,26.07,"[0, 100, 0, 200]",0.4444,0.6667,300
11,0.3333,0.1667,52.21,"[100, 0, 200, 0]",0.1111,0.3333,300
12,0.6667,0.5333,23.57,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.3333,0.1667,26.23,"[100, 0, 200, 0]",0.1111,0.3333,300
14,0.3333,0.1667,25.33,"[100, 0, 200, 0]",0.1111,0.3333,300
15,0.6667,0.5333,26.13,"[0, 100, 0, 200]",0.4444,0.6667,300
16,0.3333,0.1667,26.29,"[100, 0, 200, 0]",0.1111,0.3333,300
17,0.6667,0.5333,26.24,"[0, 100, 0, 200]",0.4444,0.6667,300
18,0.6667,0.5333,26.32,"[0, 100, 0, 200]",0.4444,0.6667,300
19,0.3333,0.1667,27.3,"[100, 0, 200, 0]",0.1111,0.3333,300
20,0.3333,0.1667,25.69,"[100, 0, 200, 0]",0.1111,0.3333,300
21,0.6667,0.5333,25.69,"[0, 100, 0, 200]",0.4444,0.6667,300
22,0.3333,0.1667,24.54,"[100, 0, 200, 0]",0.1111,0.3333,300
23,0.6667,0.5333,24.33,"[0, 100, 0, 200]",0.4444,0.6667,300
24,0.6667,0.5333,24.3,"[0, 100, 0, 200]",0.4444,0.6667,300
25,0.3333,0.1667,26.4,"[100, 0, 200, 0]",0.1111,0.3333,300
