Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3333,0.1667,60.51,"[100, 0, 200, 0]",0.1111,0.3333,300
2,0.3333,0.1667,54.72,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,53.31,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,31.75,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,54.65,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,77.59,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,68.53,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,56.43,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.6667,0.5333,65.61,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.65,0.6511,74.19,"[96, 4, 101, 99]",0.8032,0.65,300
11,0.8933,0.8911,86.53,"[77, 23, 9, 191]",0.8935,0.8933,300
12,0.76,0.7667,64.01,"[92, 8, 64, 136]",0.8262,0.76,300
13,0.84,0.8433,55.38,"[87, 13, 35, 165]",0.8557,0.84,300
14,0.9133,0.9115,71.67,"[80, 20, 6, 194]",0.9144,0.9133,300
