Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,24.090476190476195,53.45,0.0,1046.446521577381,1087.29296875,732.60546875,2766.5319010416665,3496.4765625,2521.7421875
2,46.806578947368436,53.95,0.0,1358.0768914473683,1361.046875,1308.9765625,1788.8659539473683,1877.9453125,1776.08203125
3,49.16666666666668,52.95,37.2,1372.6783854166667,1372.81640625,1370.7421875,1616.109157986111,1650.8203125,1608.64453125
4,49.37777777777779,53.975,29.725,1394.353298611111,1399.69921875,1371.40625,1452.2899305555557,1563.73046875,1398.62890625
5,47.076250000000016,51.95,20.225,1495.7623046875,1501.78515625,1389.71875,1302.942578125,1411.73828125,1294.453125
6,46.75657894736843,53.45,3.0,1499.9638157894738,1501.77734375,1499.77734375,1267.1753700657894,1271.6875,1219.3125
7,32.4078947368421,55.175,0.0,1501.149259868421,1501.23828125,1499.16796875,1243.359375,1261.41015625,1208.6640625
8,34.846875000000004,52.7,0.0,1513.99248046875,1515.91015625,1513.859375,1235.99814453125,1246.3671875,1180.80859375
9,46.568269230769246,55.475,28.975,1515.59375,1515.69921875,1513.6328125,1157.7169471153845,1163.1953125,1148.203125
10,46.125000000000014,53.1,24.975,1526.588778409091,1528.46484375,1525.14453125,1097.596768465909,1109.95703125,1088.36328125
11,45.10483870967743,52.175,27.4,1528.8060735887098,1531.71484375,1519.8359375,1044.2879284274193,1057.03515625,1036.15625
12,46.86315789473686,53.475,2.75,1519.7206003289473,1521.51171875,1519.46875,951.1212993421053,964.05859375,943.375
13,47.377777777777794,51.975,22.475,1526.5032552083333,1526.7109375,1524.4609375,953.6653645833334,961.140625,945.19921875
14,48.69318181818183,52.725,34.45,1510.7563920454545,1512.671875,1510.62109375,972.0078125,975.0,968.54296875
