Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3933,0.3085,57.18,"[94, 6, 176, 24]",0.6494,0.3933,300
2,0.3333,0.1667,23.32,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,37.94,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,33.76,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,30.8,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,55.07,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,24.48,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.6667,0.5333,28.16,"[0, 100, 0, 200]",0.4444,0.6667,300
9,0.3333,0.1667,29.39,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.86,0.8576,51.51,"[73, 27, 15, 185]",0.8583,0.86,300
11,0.91,0.9083,56.3,"[80, 20, 7, 193]",0.9106,0.91,300
