Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.7,0.6967,17.03,"[51, 49, 41, 159]",0.6944,0.7,300
2,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
3,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
4,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
5,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
6,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
7,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
8,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
9,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
10,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
11,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
12,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
13,0.7,0.6967,1.01,"[51, 49, 41, 159]",0.6944,0.7,300
14,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
15,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
16,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
17,0.7,0.6967,1.01,"[51, 49, 41, 159]",0.6944,0.7,300
18,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
19,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
20,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
21,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
22,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
23,0.7,0.6967,1.01,"[51, 49, 41, 159]",0.6944,0.7,300
24,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
25,0.7,0.6967,1.0,"[51, 49, 41, 159]",0.6944,0.7,300
