Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,22.713333333333335,48.2,0.0,1018.14921875,1057.9765625,727.48828125,2493.4973958333335,3186.51171875,2208.19921875
2,23.135119047619053,48.45,0.0,1311.6614583333333,1312.94921875,1278.6171875,1521.5977492559523,1612.70703125,1375.66796875
3,25.895238095238103,48.45,0.0,1349.101097470238,1351.91015625,1321.609375,1333.7431175595239,1419.94921875,1252.43359375
4,37.76851851851853,47.2,20.475,1413.6142939814815,1477.328125,1352.71484375,1121.2782118055557,1302.74609375,1030.06640625
5,37.908333333333346,48.45,0.0,1497.4869791666667,1499.2421875,1477.0625,1009.3943452380952,1031.71484375,947.32421875
6,43.01805555555556,49.2,6.75,1497.148220486111,1497.1640625,1497.1171875,975.8689236111111,981.74609375,969.4375
7,43.710416666666674,49.2,19.475,1499.2537434895833,1499.39453125,1497.0859375,966.2970377604166,969.671875,947.578125
8,41.09700000000001,51.45,12.225,1496.72984375,1496.75390625,1496.70703125,879.0378125,896.80859375,872.67578125
9,37.50119047619049,46.45,0.0,1505.287388392857,1509.3046875,1497.26171875,670.9155505952381,695.1015625,594.90234375
10,16.080182926829266,49.8,0.0,1454.998809070122,1455.078125,1450.95703125,660.2657202743902,772.2890625,577.90234375
11,24.636627906976756,49.95,0.0,1508.2852470930231,1510.2421875,1455.390625,836.9915515988372,903.72265625,725.03515625
12,40.99523809523811,49.75,0.0,1508.1834077380952,1508.203125,1508.15234375,817.3206845238095,820.58984375,815.359375
13,41.16875000000001,51.55,11.975,1509.2306640625,1509.5234375,1507.234375,799.671484375,812.1875,750.84765625
14,42.59880952380954,47.2,15.725,1508.356956845238,1508.37890625,1508.328125,722.2661830357143,741.1875,708.20703125
15,43.61842105263159,48.175,22.225,1511.3153782894738,1511.62890625,1508.3046875,759.647615131579,762.3515625,758.33984375
16,43.47812500000001,47.925,1.5,1509.1009114583333,1509.12109375,1509.06640625,728.46728515625,733.453125,725.55078125
17,26.074404761904773,39.95,0.0,1498.1639694940477,1510.7734375,1443.7421875,515.9392671130952,655.72265625,376.62890625
18,27.75738636363637,50.2,0.0,1200.1867009943182,1200.25,1200.12890625,330.4786931818182,384.60546875,194.16796875
19,26.220833333333335,47.2,0.0,1166.481195494186,1192.59375,1159.48046875,492.97992369186045,621.73828125,338.06640625
20,44.20326086956523,52.175,27.425,1129.7316576086957,1183.765625,1127.046875,652.3542798913044,656.875,598.203125
21,45.572368421052644,53.175,22.975,1123.0783305921052,1123.22265625,1121.078125,599.1484375,604.93359375,594.72265625
22,22.159756097560976,52.125,0.0,1122.0580221036585,1122.3203125,1121.5,672.184355945122,702.71484375,614.0859375
23,20.310714285714273,62.4,0.0,1124.9102027529761,1125.0390625,1122.92578125,615.1786179315476,702.1796875,546.75
24,41.90714285714287,49.7,3.5,1123.69140625,1123.7421875,1123.61328125,678.26171875,682.265625,674.37109375
25,36.5904761904762,49.7,0.0,1126.234375,1126.37109375,1124.26171875,661.3649553571429,667.25390625,658.81640625
