Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,39.67678571428572,52.225,6.5,1071.8383091517858,1155.859375,793.2578125,2447.3268694196427,3018.28125,2268.35546875
2,41.662500000000016,48.7,5.25,1411.9482886904761,1416.296875,1379.40625,1284.8634672619048,1354.53515625,1178.87109375
3,48.191666666666684,52.2,43.45,1453.9066840277778,1459.2265625,1428.97265625,1146.0894097222222,1182.73046875,1129.7578125
4,43.63684210526316,51.7,7.75,1482.1443256578948,1486.89453125,1456.83984375,1109.3305921052631,1214.6328125,1076.9453125
5,45.78750000000001,50.95,11.75,1591.84765625,1600.53125,1484.47265625,844.0279947916666,963.08203125,829.14453125
6,24.134868421052637,54.975,0.0,1602.5028782894738,1603.86328125,1597.62890625,845.7813527960526,924.4609375,800.59375
7,45.51527777777779,53.4,0.0,1614.8489583333333,1615.09765625,1613.03515625,857.0284288194445,924.05859375,817.3125
8,48.12968750000001,52.95,35.7,1602.377197265625,1602.65234375,1598.58984375,928.3935546875,932.98828125,927.12890625
9,39.55000000000001,54.2,0.0,1602.673549107143,1603.5625,1599.49609375,839.4161086309524,855.56640625,780.328125
10,43.789285714285725,51.95,34.725,1618.255580357143,1619.15625,1600.74609375,734.0005580357143,772.89453125,718.61328125
11,45.12037037037038,54.225,27.35,1623.761429398148,1626.5703125,1611.65234375,619.6974826388889,683.89453125,461.08984375
