Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,30.35,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.3333,0.1667,27.3,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,25.48,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.6667,0.5333,27.7,"[0, 100, 0, 200]",0.4444,0.6667,300
5,0.6667,0.5333,26.67,"[0, 100, 0, 200]",0.4444,0.6667,300
6,0.6667,0.5333,23.4,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.3333,0.1667,24.78,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,25.24,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.6667,0.5333,26.45,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.3333,0.1667,23.24,"[100, 0, 200, 0]",0.1111,0.3333,300
11,0.3333,0.1667,27.49,"[100, 0, 200, 0]",0.1111,0.3333,300
12,0.6667,0.5333,26.23,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.3333,0.1667,22.43,"[100, 0, 200, 0]",0.1111,0.3333,300
14,0.6667,0.5333,26.69,"[0, 100, 0, 200]",0.4444,0.6667,300
15,0.6667,0.5333,27.11,"[0, 100, 0, 200]",0.4444,0.6667,300
16,0.3333,0.1667,24.9,"[100, 0, 200, 0]",0.1111,0.3333,300
17,0.3333,0.1667,27.56,"[100, 0, 200, 0]",0.1111,0.3333,300
18,0.6667,0.5333,27.14,"[0, 100, 0, 200]",0.4444,0.6667,300
19,0.6667,0.5333,25.42,"[0, 100, 0, 200]",0.4444,0.6667,300
20,0.6667,0.5333,27.13,"[0, 100, 0, 200]",0.4444,0.6667,300
21,0.6667,0.5333,29.42,"[0, 100, 0, 200]",0.4444,0.6667,300
22,0.6667,0.5333,25.57,"[0, 100, 0, 200]",0.4444,0.6667,300
23,0.3333,0.1667,27.56,"[100, 0, 200, 0]",0.1111,0.3333,300
24,0.6667,0.5333,25.31,"[0, 100, 0, 200]",0.4444,0.6667,300
25,0.6667,0.5333,26.31,"[0, 100, 0, 200]",0.4444,0.6667,300
