Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,39.74907407407408,47.45,18.475,1046.8250868055557,1118.9375,739.25,2424.9622395833335,2988.5234375,2293.6171875
2,34.294047619047625,45.2,0.0,1331.5091145833333,1331.62890625,1329.5546875,1304.3502604166667,1342.125,1238.2734375
3,42.778947368421065,46.2,12.725,1364.756167763158,1368.9765625,1340.9296875,1080.143708881579,1129.98828125,1074.43359375
4,42.85000000000001,48.7,33.7,1419.745703125,1495.16796875,1369.10546875,943.2421875,1078.75390625,842.3984375
5,38.8357142857143,48.2,0.0,1489.8260788690477,1492.54296875,1480.2890625,755.4443824404761,779.0234375,685.92578125
6,40.30434782608697,46.475,27.45,1496.6261888586957,1496.90234375,1496.375,688.383152173913,719.01171875,625.28515625
7,44.47763157894738,47.7,34.7,1498.0986842105262,1498.12109375,1498.06640625,763.3427220394736,766.57421875,760.60546875
8,40.59642857142859,47.7,0.0,1482.9027157738096,1482.92578125,1482.875,774.0238095238095,776.18359375,770.37890625
9,42.723809523809535,47.7,28.575,1502.0859375,1502.109375,1502.0546875,728.6396949404761,734.25,726.26953125
10,39.14642857142859,47.7,0.0,1459.600818452381,1460.27734375,1446.7109375,718.9912574404761,746.890625,663.70703125
11,23.700581395348845,50.175,0.0,1468.1568859011627,1468.8125,1460.37109375,663.9474018895348,725.10546875,586.8203125
12,33.525000000000006,46.425,0.0,1466.7559523809523,1466.8046875,1466.27734375,604.1019345238095,619.02734375,455.4140625
