Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.7133,0.6381,57.51,"[16, 84, 2, 198]",0.7644,0.7133,300
2,0.6733,0.5485,29.26,"[2, 98, 0, 200]",0.7808,0.6733,300
3,0.69,0.6679,29.52,"[35, 65, 28, 172]",0.669,0.69,300
4,0.5833,0.5788,30.11,"[92, 8, 117, 83]",0.7548,0.5833,300
5,0.3333,0.1667,29.22,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,36.18,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.34,0.1807,27.75,"[100, 0, 198, 2]",0.7785,0.34,300
8,0.5,0.4618,30.62,"[98, 2, 148, 52]",0.7748,0.5,300
9,0.85,0.849,30.67,"[75, 25, 20, 180]",0.8485,0.85,300
10,0.82,0.82,26.82,"[73, 27, 27, 173]",0.82,0.82,300
11,0.8467,0.845,55.58,"[73, 27, 19, 181]",0.8446,0.8467,300
12,0.9033,0.9039,28.81,"[88, 12, 17, 183]",0.905,0.9033,300
