Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,42.32500000000001,48.95,24.975,1078.3777901785713,1129.5546875,805.6015625,2547.2092633928573,3086.2890625,2456.31640625
2,43.930555555555564,47.7,21.975,1402.6438802083333,1404.7109375,1370.11328125,1442.5983072916667,1517.16796875,1429.03515625
3,37.52976190476191,46.7,0.0,1395.6947544642858,1400.28515625,1374.234375,1346.4149925595239,1409.25390625,1261.87109375
4,44.348529411764716,48.45,26.725,1447.4921875,1459.0,1407.2578125,1191.5730698529412,1309.6015625,1127.18359375
5,43.84027777777779,48.45,15.475,1543.310546875,1550.34765625,1451.8828125,1001.1351996527778,1088.79296875,989.53515625
6,35.93571428571429,48.95,0.0,1603.498325892857,1604.10546875,1594.58203125,869.5505952380952,888.62109375,810.1171875
7,44.457352941176474,47.95,23.225,1560.7612591911766,1560.77734375,1560.7265625,904.1162683823529,913.6953125,902.12109375
8,44.92058823529413,49.2,32.2,1605.6725643382354,1605.69140625,1605.63671875,830.0751378676471,839.08203125,824.84375
9,44.64558823529413,49.725,13.725,1607.264705882353,1607.28515625,1607.23046875,759.6636029411765,761.59765625,757.60546875
10,43.56911764705883,47.95,17.975,1608.0020680147059,1608.09765625,1607.78515625,745.7658547794117,763.42578125,739.859375
11,43.68421052631581,47.45,25.075,1586.7939967105262,1586.8203125,1586.76171875,741.1449424342105,755.36328125,734.91796875
12,44.1,49.475,19.475,1583.9761029411766,1584.46875,1576.4140625,667.4080882352941,680.6875,663.578125
13,34.23690476190476,48.425,0.0,1584.6045386904761,1584.69921875,1584.39453125,666.7630208333334,685.37109375,603.08984375
14,39.42142857142858,49.45,0.0,1584.647693452381,1584.671875,1584.6171875,640.3532366071429,642.69140625,632.31640625
15,44.925,50.65,22.975,1572.6271484375,1572.65234375,1572.57421875,655.176171875,658.00390625,652.2265625
16,44.501315789473686,48.7,20.475,1571.3511513157894,1571.375,1571.3046875,659.6346628289474,664.7890625,657.37109375
17,44.92,51.2,34.45,1567.730859375,1567.75390625,1567.6796875,667.4923828125,675.7265625,660.47265625
18,44.84875000000001,50.85,38.25,1566.1626953125,1566.19140625,1566.109375,660.543359375,667.08203125,658.56640625
19,44.602631578947374,48.95,24.225,1566.0949835526317,1566.11328125,1566.05859375,673.3001644736842,679.62890625,669.59765625
20,43.73815789473686,47.95,15.475,1564.3427220394738,1564.58203125,1564.2890625,657.0871710526316,663.140625,652.82421875
21,45.16805555555557,47.45,41.95,1564.5338541666667,1564.5546875,1564.5,639.646484375,651.640625,635.5546875
22,43.79473684210527,49.2,9.75,1564.4712171052631,1564.5,1564.421875,661.7761101973684,671.515625,655.61328125
23,42.96000000000001,49.2,0.0,1564.4490234375,1564.47265625,1564.41015625,645.490234375,649.6640625,641.8515625
24,39.17380952380954,50.2,0.0,1564.39453125,1564.421875,1564.36328125,655.8331473214286,666.8671875,582.83203125
25,43.60555555555557,47.2,20.725,1574.6766493055557,1574.6953125,1574.640625,635.3589409722222,640.140625,634.015625
