Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,43.06666666666668,50.2,24.975,1028.4952256944443,1075.3046875,725.91796875,2738.4631076388887,3309.49609375,2648.98046875
2,44.83676470588236,49.375,29.475,1319.5597426470588,1324.52734375,1310.44140625,1667.0344669117646,1711.39453125,1657.28515625
3,45.130882352941185,49.45,36.45,1344.5912224264705,1348.41796875,1319.90234375,1517.4630055147059,1576.1015625,1509.2890625
4,44.64705882352943,47.2,28.95,1479.29296875,1490.03125,1346.44921875,1296.1164981617646,1443.4375,1277.0859375
5,43.06666666666668,48.95,8.75,1491.5032552083333,1491.640625,1489.55859375,1160.5279947916667,1261.765625,1149.23828125
6,44.0264705882353,48.95,21.225,1495.0627297794117,1495.44140625,1489.3671875,1140.4494485294117,1142.78125,1139.14453125
7,43.822368421052644,48.675,8.0,1497.7740542763158,1499.7890625,1495.734375,1122.7084703947369,1125.15234375,1120.546875
8,45.155263157894744,49.175,36.7,1496.1212993421052,1499.91015625,1495.86328125,1087.3369654605262,1093.3984375,1019.83984375
9,43.99761904761906,48.425,9.25,1497.7918526785713,1497.90625,1495.84765625,985.9441964285714,992.93359375,979.09765625
10,39.473809523809535,49.2,0.0,1505.3880208333333,1505.859375,1496.51953125,946.2557663690476,957.04296875,886.43359375
11,42.91022727272729,49.7,2.5,1517.251065340909,1520.07421875,1508.03125,930.8068181818181,954.61328125,924.90234375
12,44.7263157894737,47.7,33.2,1514.6770148026317,1514.69921875,1514.62890625,852.9510690789474,861.66015625,794.8671875
13,45.401388888888896,49.45,40.075,1516.240017361111,1516.4609375,1514.203125,857.6217447916666,865.90234375,849.5390625
14,45.63947368421053,50.925,34.95,1576.376644736842,1576.40625,1576.33203125,775.9798519736842,779.30859375,773.58203125
