Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,37.860227272727286,48.95,23.675,1079.4025213068182,1157.2578125,824.375,2351.4758522727275,2863.7578125,2171.15234375
2,35.914285714285725,48.925,0.0,1413.3988095238096,1417.609375,1383.28515625,1147.9659598214287,1221.1875,1076.94921875
3,42.26323529411765,47.2,28.225,1452.6916360294117,1461.76171875,1431.71875,923.8724724264706,985.7421875,902.37890625
4,35.1952380952381,46.95,0.0,1587.6571800595239,1596.8671875,1455.11328125,629.3396577380952,844.5234375,544.13671875
5,41.06527777777779,46.975,26.75,1564.8042534722222,1564.83984375,1564.609375,619.9375,648.90625,610.140625
6,43.098611111111126,47.95,9.975,1554.87109375,1555.09375,1554.7109375,601.5177951388889,604.12890625,600.5546875
7,39.03289473684212,46.7,16.225,1552.9356496710527,1552.953125,1552.90234375,600.0997121710526,615.3515625,578.5625
8,27.81280487804878,48.7,0.0,1555.608612804878,1555.9921875,1549.9140625,603.1546303353658,632.71484375,473.61328125
9,22.3702380952381,49.95,0.0,1557.9847470238096,1558.01953125,1557.96484375,547.6697358630952,586.65625,455.73046875
10,34.919047619047625,48.525,0.0,1550.8790922619048,1552.75,1550.75,512.3052455357143,533.20703125,456.19140625
11,41.150000000000006,46.2,8.475,1570.7578125,1572.41015625,1558.984375,516.4368832236842,555.484375,504.4453125
