Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,39.943965517241395,49.725,12.225,930.7908135775862,986.12109375,646.44140625,3085.6803609913795,3628.55078125,2969.4609375
2,43.768,50.2,22.975,1064.71828125,1070.18359375,1006.00390625,2602.908125,2681.63671875,2583.76953125
3,26.535119047619055,46.475,0.0,1093.4147135416667,1093.515625,1091.05859375,2412.8887648809523,2441.53125,2402.06640625
4,42.432142857142864,47.95,10.25,1127.134486607143,1131.76171875,1091.50390625,2277.7942708333335,2393.1484375,2216.63671875
5,44.08500000000001,47.725,19.975,1230.1451171875,1242.31640625,1131.7109375,2105.037109375,2215.12890625,2086.27734375
6,43.818421052631585,47.2,26.975,1240.459292763158,1240.5078125,1240.30078125,2062.0067845394738,2065.71484375,2058.0859375
7,44.43500000000002,48.725,33.7,1242.58421875,1242.94921875,1240.40625,2053.2475,2059.8125,2048.78515625
8,43.31363636363637,50.1,1.75,1240.9651988636363,1240.98828125,1240.921875,2047.6111505681818,2051.6640625,2042.95703125
9,26.6890243902439,49.675,0.0,1247.3814786585365,1247.48828125,1245.19921875,1939.3373666158536,1975.90234375,1878.26953125
10,43.23703703703705,49.2,30.625,1250.0188078703704,1250.51171875,1245.421875,1869.5517939814815,1920.86328125,1855.04296875
11,43.21153846153848,48.2,25.225,1259.0907451923076,1260.94921875,1250.40625,1913.4155649038462,1930.58203125,1908.2734375
12,43.28295454545455,52.65,6.75,1258.9263139204545,1258.9453125,1258.89453125,1848.7329545454545,1851.41015625,1845.9140625
13,43.607608695652196,49.95,25.725,1260.8349184782608,1261.125,1258.8359375,1834.238620923913,1837.92578125,1829.16015625
14,44.20208333333334,49.95,28.725,1259.1904296875,1259.28515625,1259.0625,1858.1376953125,1862.49609375,1840.21875
15,39.642857142857146,47.925,24.225,1262.094494047619,1262.25390625,1259.171875,1835.5182291666667,1843.5703125,1831.4296875
16,44.893750000000004,48.95,32.975,1260.2080078125,1260.234375,1260.17578125,1820.1201171875,1823.62890625,1814.89453125
17,42.563095238095244,48.425,5.725,1262.2810639880952,1262.43359375,1260.12109375,1816.964099702381,1824.64453125,1813.203125
18,44.511250000000004,49.2,16.475,1260.3859375,1260.40625,1260.3515625,1848.6767578125,1851.4765625,1845.2734375
