Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6533,0.5925,24.03,"[15, 85, 19, 181]",0.6007,0.6533,300
2,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
3,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
4,0.6533,0.5925,1.01,"[15, 85, 19, 181]",0.6007,0.6533,300
5,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
6,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
7,0.6533,0.5925,1.01,"[15, 85, 19, 181]",0.6007,0.6533,300
8,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
9,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
10,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
11,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
12,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
13,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
14,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
15,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
16,0.6533,0.5925,1.01,"[15, 85, 19, 181]",0.6007,0.6533,300
17,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
18,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
19,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
20,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
21,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
22,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
23,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
24,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
25,0.6533,0.5925,1.0,"[15, 85, 19, 181]",0.6007,0.6533,300
