Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,41.309821428571425,51.95,23.475,1053.982421875,1152.640625,798.20703125,2545.394112723214,2924.20703125,2218.21875
2,23.1974358974359,53.225,0.0,1413.131610576923,1417.41796875,1382.2890625,1292.782451923077,1489.3671875,1175.41015625
3,44.09875000000002,52.45,32.7,1460.3513671875,1462.26953125,1433.96484375,1139.7623046875,1249.6015625,1088.4765625
4,44.64431818181819,52.45,0.0,1598.7716619318182,1608.1015625,1461.9609375,988.7137784090909,1189.8828125,920.98046875
5,45.806578947368436,50.975,10.0,1615.6126644736842,1617.9453125,1609.8828125,710.6089638157895,725.21875,696.6875
6,44.22685185185186,54.7,19.475,1566.75390625,1568.7265625,1564.0390625,862.3038194444445,915.1640625,845.42578125
7,42.133695652173934,52.2,7.0,1556.305027173913,1558.140625,1556.0859375,775.9301970108696,862.26171875,713.73828125
8,48.123684210526335,51.975,40.75,1556.076480263158,1556.1015625,1556.03125,851.1192434210526,867.8125,836.80078125
9,45.217105263157904,50.475,34.475,1558.6465871710527,1561.9609375,1556.6796875,749.5291940789474,779.65625,742.5234375
10,47.596875000000004,52.725,30.475,1569.0818684895833,1571.01171875,1568.93359375,585.5582682291666,602.6171875,566.90625
11,44.82916666666668,51.95,27.375,1588.1251627604167,1590.2109375,1573.46484375,545.67333984375,652.98828125,522.66015625
12,45.653947368421065,53.95,2.0,1575.964021381579,1577.7578125,1575.71484375,630.8057154605264,641.21484375,614.7578125
13,45.37500000000001,53.95,3.0,1575.7043585526317,1577.67578125,1575.45703125,669.1299342105264,688.0546875,650.99609375
14,46.69047619047621,51.725,36.2,1582.916015625,1582.94140625,1582.87890625,598.8446377840909,608.52734375,588.20703125
