Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3533,0.3697,23.04,"[36, 64, 130, 70]",0.4205,0.3533,300
2,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
3,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
4,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
5,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
6,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
7,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
8,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
9,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
10,0.3533,0.3697,1.01,"[36, 64, 130, 70]",0.4205,0.3533,300
11,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
12,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
13,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
14,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
15,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
16,0.3533,0.3697,1.01,"[36, 64, 130, 70]",0.4205,0.3533,300
17,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
18,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
19,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
20,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
21,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
22,0.3533,0.3697,1.01,"[36, 64, 130, 70]",0.4205,0.3533,300
23,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
24,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
25,0.3533,0.3697,1.0,"[36, 64, 130, 70]",0.4205,0.3533,300
