Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.66,0.5301,17.03,"[0, 100, 2, 198]",0.443,0.66,300
2,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
3,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
4,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
5,0.66,0.5301,1.01,"[0, 100, 2, 198]",0.443,0.66,300
6,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
7,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
8,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
9,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
10,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
11,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
12,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
13,0.66,0.5301,1.01,"[0, 100, 2, 198]",0.443,0.66,300
14,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
15,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
16,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
17,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
18,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
19,0.66,0.5301,1.01,"[0, 100, 2, 198]",0.443,0.66,300
20,0.66,0.5301,1.01,"[0, 100, 2, 198]",0.443,0.66,300
21,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
22,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
23,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
24,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
25,0.66,0.5301,1.0,"[0, 100, 2, 198]",0.443,0.66,300
