Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.5033,0.5118,17.03,"[34, 66, 83, 117]",0.5231,0.5033,300
2,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
3,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
4,0.5033,0.5118,1.01,"[34, 66, 83, 117]",0.5231,0.5033,300
5,0.5033,0.5118,1.01,"[34, 66, 83, 117]",0.5231,0.5033,300
6,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
7,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
8,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
9,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
10,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
11,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
12,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
13,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
14,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
15,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
16,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
17,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
18,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
19,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
20,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
21,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
22,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
23,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
24,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
25,0.5033,0.5118,1.0,"[34, 66, 83, 117]",0.5231,0.5033,300
