Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.34,0.1807,30.64,"[100, 0, 198, 2]",0.7785,0.34,300
2,0.3333,0.1667,26.33,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,24.9,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,26.87,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,26.56,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,23.73,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.5,0.4724,23.23,"[93, 7, 143, 57]",0.7251,0.5,300
8,0.67,0.6761,23.26,"[60, 40, 59, 141]",0.6874,0.67,300
9,0.7967,0.7704,28.21,"[42, 58, 3, 197]",0.8261,0.7967,300
10,0.7267,0.7326,54.96,"[96, 4, 78, 122]",0.8294,0.7267,300
11,0.89,0.8875,31.55,"[76, 24, 9, 191]",0.8903,0.89,300
12,0.9133,0.9109,27.0,"[78, 22, 4, 196]",0.9165,0.9133,300
