Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,28.72,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.3333,0.1667,24.73,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,23.23,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.6667,0.5333,26.31,"[0, 100, 0, 200]",0.4444,0.6667,300
5,0.3333,0.1667,26.1,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,25.75,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,26.11,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,25.15,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,23.51,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.3333,0.1667,23.33,"[100, 0, 200, 0]",0.1111,0.3333,300
11,0.6667,0.5333,27.83,"[0, 100, 0, 200]",0.4444,0.6667,300
12,0.6667,0.5333,26.41,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.3333,0.1667,25.72,"[100, 0, 200, 0]",0.1111,0.3333,300
14,0.6667,0.5333,25.7,"[0, 100, 0, 200]",0.4444,0.6667,300
15,0.3333,0.1667,25.73,"[100, 0, 200, 0]",0.1111,0.3333,300
16,0.3333,0.1667,23.73,"[100, 0, 200, 0]",0.1111,0.3333,300
17,0.3333,0.1667,25.46,"[100, 0, 200, 0]",0.1111,0.3333,300
18,0.3333,0.1667,45.12,"[100, 0, 200, 0]",0.1111,0.3333,300
19,0.6667,0.5333,25.54,"[0, 100, 0, 200]",0.4444,0.6667,300
20,0.6667,0.5333,24.35,"[0, 100, 0, 200]",0.4444,0.6667,300
21,0.6667,0.5333,26.3,"[0, 100, 0, 200]",0.4444,0.6667,300
22,0.6667,0.5333,26.12,"[0, 100, 0, 200]",0.4444,0.6667,300
23,0.6667,0.5333,24.73,"[0, 100, 0, 200]",0.4444,0.6667,300
24,0.6667,0.5333,26.5,"[0, 100, 0, 200]",0.4444,0.6667,300
25,0.6667,0.5333,26.17,"[0, 100, 0, 200]",0.4444,0.6667,300
