Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,40.764473684210536,48.95,24.725,1032.4214638157894,1088.234375,760.9296875,2652.977179276316,3176.22265625,2545.5625
2,42.08055555555556,47.7,33.45,1333.607421875,1341.875,1309.2421875,1549.0425347222222,1615.9140625,1532.87109375
3,21.469512195121958,48.7,0.0,1375.7056974085365,1377.30078125,1351.23828125,1378.7879192073171,1419.94140625,1300.79296875
4,46.42058823529413,50.2,40.2,1471.2210477941176,1514.9453125,1376.8828125,1197.4460018382354,1400.7109375,1131.41015625
5,44.983750000000015,49.2,17.975,1521.746484375,1525.44921875,1515.40234375,1053.4201171875,1065.23828125,1047.8984375
6,45.92894736842106,49.225,40.45,1524.921052631579,1526.73828125,1524.73828125,1036.6196546052631,1039.89453125,1031.99609375
7,44.83026315789475,47.95,32.225,1527.6665296052631,1527.79296875,1525.73046875,1047.3920641447369,1052.94921875,1038.7109375
8,44.45526315789475,49.7,8.5,1527.856291118421,1527.87890625,1527.81640625,1030.7658305921052,1039.69921875,1024.1796875
9,45.76315789473686,50.175,38.45,1532.5962171052631,1538.7109375,1528.6640625,954.3275082236842,963.77734375,948.94140625
10,45.53750000000001,50.4,35.95,1535.9266493055557,1535.94921875,1535.88671875,935.2921006944445,942.18359375,891.0234375
11,43.91785714285715,50.2,25.1,1540.3573288690477,1540.7890625,1536.64453125,930.7950148809524,944.3671875,924.50390625
12,44.3309523809524,48.675,26.975,1539.7183779761904,1539.7421875,1539.6796875,860.2332589285714,860.9921875,859.55859375
13,43.31375000000001,48.95,9.725,1541.5078125,1541.73046875,1539.4140625,855.4369140625,858.171875,853.578125
