Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3333,0.1667,40.64,"[100, 0, 200, 0]",0.1111,0.3333,300
2,0.3333,0.1667,38.32,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,27.59,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,32.2,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,27.16,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,51.65,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.4067,0.3308,35.17,"[94, 6, 172, 28]",0.6668,0.4067,300
8,0.8733,0.8703,42.95,"[73, 27, 11, 189]",0.873,0.8733,300
9,0.8967,0.8923,62.35,"[72, 28, 3, 197]",0.9037,0.8967,300
10,0.9233,0.9216,54.3,"[81, 19, 4, 196]",0.9254,0.9233,300
