Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,42.48,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.3333,0.1667,23.46,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.6667,0.5333,26.33,"[0, 100, 0, 200]",0.4444,0.6667,300
4,0.6667,0.5333,26.51,"[0, 100, 0, 200]",0.4444,0.6667,300
5,0.6667,0.5333,26.48,"[0, 100, 0, 200]",0.4444,0.6667,300
6,0.6667,0.5333,29.49,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.6667,0.5333,26.31,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.6667,0.5333,26.0,"[0, 100, 0, 200]",0.4444,0.6667,300
9,0.6667,0.5333,25.92,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.3333,0.1667,22.62,"[100, 0, 200, 0]",0.1111,0.3333,300
11,0.6667,0.5333,34.53,"[0, 100, 0, 200]",0.4444,0.6667,300
12,0.6667,0.5333,23.14,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.6667,0.5333,25.29,"[0, 100, 0, 200]",0.4444,0.6667,300
14,0.6667,0.5333,25.05,"[0, 100, 0, 200]",0.4444,0.6667,300
15,0.6667,0.5333,27.57,"[0, 100, 0, 200]",0.4444,0.6667,300
16,0.3333,0.1667,47.5,"[100, 0, 200, 0]",0.1111,0.3333,300
17,0.3333,0.1667,24.67,"[100, 0, 200, 0]",0.1111,0.3333,300
18,0.6667,0.5333,26.7,"[0, 100, 0, 200]",0.4444,0.6667,300
19,0.3333,0.1667,29.44,"[100, 0, 200, 0]",0.1111,0.3333,300
20,0.6667,0.5333,25.52,"[0, 100, 0, 200]",0.4444,0.6667,300
21,0.6667,0.5333,25.86,"[0, 100, 0, 200]",0.4444,0.6667,300
22,0.3333,0.1667,28.3,"[100, 0, 200, 0]",0.1111,0.3333,300
23,0.3333,0.1667,27.09,"[100, 0, 200, 0]",0.1111,0.3333,300
