Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,30.73,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.3333,0.1667,24.44,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.6667,0.5333,26.25,"[0, 100, 0, 200]",0.4444,0.6667,300
4,0.3333,0.1667,26.4,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,23.86,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.6667,0.5333,26.36,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.3333,0.1667,26.31,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,24.2,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.6667,0.5333,27.63,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.3333,0.1667,25.87,"[100, 0, 200, 0]",0.1111,0.3333,300
11,0.3333,0.1667,30.51,"[100, 0, 200, 0]",0.1111,0.3333,300
12,0.6667,0.5333,25.54,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.3333,0.1667,27.15,"[100, 0, 200, 0]",0.1111,0.3333,300
14,0.3333,0.1667,26.36,"[100, 0, 200, 0]",0.1111,0.3333,300
15,0.6667,0.5333,26.39,"[0, 100, 0, 200]",0.4444,0.6667,300
16,0.6667,0.5333,25.77,"[0, 100, 0, 200]",0.4444,0.6667,300
17,0.6667,0.5333,29.69,"[0, 100, 0, 200]",0.4444,0.6667,300
18,0.6667,0.5333,28.12,"[0, 100, 0, 200]",0.4444,0.6667,300
19,0.6667,0.5333,26.39,"[0, 100, 0, 200]",0.4444,0.6667,300
20,0.3333,0.1667,25.22,"[100, 0, 200, 0]",0.1111,0.3333,300
21,0.3333,0.1667,24.22,"[100, 0, 200, 0]",0.1111,0.3333,300
22,0.3333,0.1667,25.62,"[100, 0, 200, 0]",0.1111,0.3333,300
23,0.6667,0.5333,25.3,"[0, 100, 0, 200]",0.4444,0.6667,300
24,0.3333,0.1667,26.21,"[100, 0, 200, 0]",0.1111,0.3333,300
25,0.6667,0.5333,26.25,"[0, 100, 0, 200]",0.4444,0.6667,300
