Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,23.76,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.3333,0.1667,23.7,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,22.69,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,25.43,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,22.42,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.6667,0.5333,23.12,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.6667,0.5333,23.25,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.6667,0.5333,25.23,"[0, 100, 0, 200]",0.4444,0.6667,300
9,0.3333,0.1667,25.44,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.6667,0.5333,23.16,"[0, 100, 0, 200]",0.4444,0.6667,300
11,0.6667,0.5333,28.26,"[0, 100, 0, 200]",0.4444,0.6667,300
12,0.3333,0.1667,25.46,"[100, 0, 200, 0]",0.1111,0.3333,300
13,0.6667,0.5333,27.72,"[0, 100, 0, 200]",0.4444,0.6667,300
14,0.3333,0.1667,25.74,"[100, 0, 200, 0]",0.1111,0.3333,300
15,0.3333,0.1667,25.53,"[100, 0, 200, 0]",0.1111,0.3333,300
16,0.3333,0.1667,22.65,"[100, 0, 200, 0]",0.1111,0.3333,300
17,0.6667,0.5333,25.51,"[0, 100, 0, 200]",0.4444,0.6667,300
18,0.3333,0.1667,22.46,"[100, 0, 200, 0]",0.1111,0.3333,300
19,0.3333,0.1667,26.1,"[100, 0, 200, 0]",0.1111,0.3333,300
20,0.3333,0.1667,22.07,"[100, 0, 200, 0]",0.1111,0.3333,300
21,0.3333,0.1667,23.18,"[100, 0, 200, 0]",0.1111,0.3333,300
22,0.6667,0.5333,26.47,"[0, 100, 0, 200]",0.4444,0.6667,300
23,0.3333,0.1667,24.77,"[100, 0, 200, 0]",0.1111,0.3333,300
24,0.6667,0.5333,23.48,"[0, 100, 0, 200]",0.4444,0.6667,300
25,0.6667,0.5333,25.68,"[0, 100, 0, 200]",0.4444,0.6667,300
