Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,22.674431818181827,47.45,0.0,952.7606534090909,983.57421875,646.19921875,3004.060546875,3589.6640625,2920.4296875
2,22.938414634146348,49.15,0.0,1043.2903963414635,1047.8984375,1004.953125,2584.3629954268295,2656.92578125,2565.8671875
3,43.15882352941177,49.45,8.0,1074.3630514705883,1080.17578125,1059.7421875,2409.630055147059,2454.546875,2394.42578125
4,41.59687500000001,47.475,16.225,1221.1072591145833,1233.4609375,1085.16015625,2126.8611653645835,2334.82421875,2052.80078125
5,44.13900000000002,48.175,32.7,1217.4671875,1217.6015625,1215.34765625,2049.85234375,2070.953125,2048.76171875
6,41.183333333333344,47.45,0.0,1231.5712425595239,1231.91015625,1229.421875,2022.5838913690477,2028.1015625,2021.36328125
7,43.68289473684211,49.925,21.475,1238.944490131579,1239.12890625,1236.8515625,2001.6840049342106,2006.0625,2000.3671875
8,39.25238095238095,48.7,0.0,1238.8253348214287,1239.13671875,1237.0703125,1998.461681547619,2007.21875,1994.22265625
9,31.614880952380968,41.7,0.0,1246.5439918154761,1254.453125,1237.046875,1845.343470982143,1914.00390625,1754.828125
10,34.9675925925926,47.425,6.5,1254.4406828703704,1254.59375,1252.39453125,1806.9382233796296,1856.07421875,1653.71875
11,40.86100000000001,46.925,25.0,1260.69453125,1262.078125,1252.50390625,1775.6415625,1832.53125,1761.78515625
12,42.882500000000014,47.95,10.975,1261.9134765625,1262.03515625,1259.984375,1711.4701171875,1716.8359375,1708.140625
13,43.20394736842106,46.95,31.7,1262.0098684210527,1262.23828125,1259.9375,1713.6692023026317,1717.49609375,1710.94140625
14,37.67403846153848,46.2,13.475,1262.1353665865386,1262.234375,1260.18359375,1656.9821213942307,1714.40234375,1562.3984375
15,41.27314814814816,47.45,29.5,1262.1649305555557,1262.2890625,1260.140625,1729.7844328703704,1750.55859375,1720.734375
16,41.94285714285716,46.7,10.5,1248.1923363095239,1248.30859375,1246.2578125,1750.7700892857142,1762.01953125,1727.96875
17,40.66785714285716,48.7,0.0,1254.9347098214287,1255.171875,1252.984375,1806.567150297619,1809.32421875,1802.71875
18,42.08181818181819,46.95,31.625,1255.165127840909,1255.33203125,1253.07421875,1802.5688920454545,1805.5546875,1798.7890625
19,22.262195121951223,47.7,0.0,1261.22265625,1262.34375,1259.8046875,1797.5100038109756,1801.48046875,1794.35546875
20,43.87500000000002,47.7,30.975,1248.2822265625,1248.3828125,1246.33203125,1818.23828125,1823.05078125,1814.46484375
21,43.61617647058824,46.95,30.2,1262.3377757352941,1262.48046875,1260.38671875,1802.6011029411766,1805.0234375,1801.60546875
22,44.60875000000001,50.7,31.45,1262.3228515625,1262.44140625,1260.390625,1803.015234375,1806.640625,1800.99609375
23,44.737500000000004,47.45,37.225,1262.258029513889,1262.38671875,1260.33984375,1800.677951388889,1803.1328125,1799.2578125
