Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,43.36250000000002,51.2,4.5,1009.2547200520834,1068.3984375,738.02734375,2952.50341796875,3493.1640625,2834.11328125
2,45.31785714285716,52.45,0.0,1329.2230282738096,1331.09765625,1294.30078125,1817.3954613095239,1894.1484375,1809.9609375
3,46.27380952380954,54.925,0.0,1362.37109375,1363.625,1339.5703125,1667.287574404762,1721.75,1657.14453125
4,47.902380952380966,54.475,0.25,1437.089099702381,1506.58203125,1364.71484375,1431.40625,1591.90234375,1338.1328125
5,49.49125000000002,53.725,40.95,1511.341796875,1512.5625,1506.5078125,1319.45234375,1328.65234375,1315.59375
6,45.21625000000002,53.2,3.5,1512.6865234375,1513.0,1512.46484375,1291.768359375,1294.82421875,1288.68359375
7,48.51973684210527,53.2,21.975,1504.3706825657894,1504.38671875,1504.3359375,1269.332853618421,1271.703125,1255.29296875
8,48.8671052631579,53.475,23.25,1504.3618421052631,1504.3828125,1504.328125,1260.5668174342106,1262.99609375,1257.625
9,29.216666666666672,58.225,0.0,1504.285657051282,1504.33203125,1504.265625,1169.3773036858975,1201.58984375,1067.56640625
10,46.8654761904762,54.475,6.75,1516.892113095238,1517.546875,1504.2421875,1180.50390625,1189.00390625,1176.3203125
11,47.15595238095239,52.7,25.75,1531.7782738095239,1532.5625,1524.51171875,1138.7107514880952,1155.88671875,1134.17578125
12,32.241025641025644,51.95,0.0,1532.5132606907894,1532.54296875,1532.48828125,1011.9826274671053,1050.1796875,839.6640625
13,39.21000000000001,52.45,7.0,1532.599921875,1532.76171875,1532.4609375,857.722578125,929.90234375,809.29296875
