Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,23.04,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
3,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
4,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
5,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
6,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
9,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
11,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
12,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
14,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
15,0.6667,0.5333,1.01,"[0, 100, 0, 200]",0.4444,0.6667,300
16,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
17,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
18,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
19,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
20,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
21,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
22,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
23,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
24,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
25,0.6667,0.5333,1.0,"[0, 100, 0, 200]",0.4444,0.6667,300
