Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.66,0.6694,23.11,"[69, 31, 71, 129]",0.7018,0.66,300
2,0.3333,0.1667,25.31,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,25.35,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,26.29,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,25.68,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,24.39,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,26.31,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,28.21,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.7433,0.7409,45.23,"[58, 42, 35, 165]",0.7393,0.7433,300
10,0.7967,0.7672,21.57,"[40, 60, 1, 199]",0.8374,0.7967,300
11,0.8933,0.8943,29.24,"[88, 12, 20, 180]",0.8966,0.8933,300
12,0.88,0.8808,25.2,"[85, 15, 21, 179]",0.8824,0.88,300
13,0.8733,0.8647,25.26,"[63, 37, 1, 199]",0.8903,0.8733,300
14,0.8567,0.8472,26.11,"[61, 39, 4, 196]",0.8688,0.8567,300
15,0.8933,0.8876,24.31,"[69, 31, 1, 199]",0.9054,0.8933,300
16,0.8867,0.8817,25.25,"[70, 30, 4, 196]",0.8935,0.8867,300
17,0.8867,0.8801,25.07,"[67, 33, 1, 199]",0.9003,0.8867,300
18,0.9067,0.9025,25.14,"[73, 27, 1, 199]",0.9158,0.9067,300
