Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,28.56,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.3333,0.1667,27.28,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,24.32,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,24.81,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.6667,0.5333,26.27,"[0, 100, 0, 200]",0.4444,0.6667,300
6,0.6667,0.5333,25.39,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.6667,0.5333,25.62,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.6667,0.5333,25.45,"[0, 100, 0, 200]",0.4444,0.6667,300
9,0.6667,0.5333,26.44,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.3333,0.1667,26.38,"[100, 0, 200, 0]",0.1111,0.3333,300
11,0.3333,0.1667,31.19,"[100, 0, 200, 0]",0.1111,0.3333,300
12,0.6667,0.5333,30.13,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.6667,0.5333,27.18,"[0, 100, 0, 200]",0.4444,0.6667,300
14,0.6667,0.5333,26.06,"[0, 100, 0, 200]",0.4444,0.6667,300
15,0.6667,0.5333,25.66,"[0, 100, 0, 200]",0.4444,0.6667,300
16,0.3333,0.1667,26.83,"[100, 0, 200, 0]",0.1111,0.3333,300
17,0.6667,0.5333,24.89,"[0, 100, 0, 200]",0.4444,0.6667,300
18,0.3333,0.1667,26.36,"[100, 0, 200, 0]",0.1111,0.3333,300
19,0.6667,0.5333,23.59,"[0, 100, 0, 200]",0.4444,0.6667,300
20,0.6667,0.5333,26.13,"[0, 100, 0, 200]",0.4444,0.6667,300
21,0.3333,0.1667,25.42,"[100, 0, 200, 0]",0.1111,0.3333,300
22,0.3333,0.1667,27.35,"[100, 0, 200, 0]",0.1111,0.3333,300
23,0.6667,0.5333,25.36,"[0, 100, 0, 200]",0.4444,0.6667,300
24,0.6667,0.5333,24.21,"[0, 100, 0, 200]",0.4444,0.6667,300
25,0.6667,0.5333,25.51,"[0, 100, 0, 200]",0.4444,0.6667,300
