Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,31.4,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.3333,0.1667,26.45,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,24.95,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.6667,0.5333,25.87,"[0, 100, 0, 200]",0.4444,0.6667,300
5,0.6667,0.5333,25.8,"[0, 100, 0, 200]",0.4444,0.6667,300
6,0.3333,0.1667,26.46,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.6667,0.5333,25.41,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.3333,0.1667,26.39,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.6667,0.5333,24.25,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.3333,0.1667,26.1,"[100, 0, 200, 0]",0.1111,0.3333,300
11,0.6667,0.5333,30.23,"[0, 100, 0, 200]",0.4444,0.6667,300
12,0.6667,0.5333,25.54,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.3333,0.1667,26.42,"[100, 0, 200, 0]",0.1111,0.3333,300
14,0.3333,0.1667,26.55,"[100, 0, 200, 0]",0.1111,0.3333,300
15,0.6667,0.5333,26.15,"[0, 100, 0, 200]",0.4444,0.6667,300
16,0.3333,0.1667,24.34,"[100, 0, 200, 0]",0.1111,0.3333,300
17,0.3333,0.1667,26.13,"[100, 0, 200, 0]",0.1111,0.3333,300
18,0.3333,0.1667,28.59,"[100, 0, 200, 0]",0.1111,0.3333,300
19,0.6667,0.5333,30.65,"[0, 100, 0, 200]",0.4444,0.6667,300
20,0.6667,0.5333,26.25,"[0, 100, 0, 200]",0.4444,0.6667,300
21,0.3333,0.1667,24.83,"[100, 0, 200, 0]",0.1111,0.3333,300
22,0.6667,0.5333,25.57,"[0, 100, 0, 200]",0.4444,0.6667,300
23,0.6667,0.5333,27.28,"[0, 100, 0, 200]",0.4444,0.6667,300
24,0.3333,0.1667,26.32,"[100, 0, 200, 0]",0.1111,0.3333,300
25,0.6667,0.5333,23.9,"[0, 100, 0, 200]",0.4444,0.6667,300
