Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,30.89,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.6667,0.5333,23.9,"[0, 100, 0, 200]",0.4444,0.6667,300
3,0.3333,0.1667,27.37,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.6667,0.5333,45.81,"[0, 100, 0, 200]",0.4444,0.6667,300
5,0.6667,0.5333,24.33,"[0, 100, 0, 200]",0.4444,0.6667,300
6,0.6667,0.5333,26.15,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.6667,0.5333,45.49,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.6667,0.5333,21.51,"[0, 100, 0, 200]",0.4444,0.6667,300
9,0.3333,0.1667,24.67,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.6667,0.5333,26.36,"[0, 100, 0, 200]",0.4444,0.6667,300
11,0.3333,0.1667,31.48,"[100, 0, 200, 0]",0.1111,0.3333,300
12,0.6667,0.5333,26.08,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.6667,0.5333,26.31,"[0, 100, 0, 200]",0.4444,0.6667,300
14,0.6667,0.5333,24.4,"[0, 100, 0, 200]",0.4444,0.6667,300
15,0.3333,0.1667,25.74,"[100, 0, 200, 0]",0.1111,0.3333,300
16,0.3333,0.1667,26.36,"[100, 0, 200, 0]",0.1111,0.3333,300
17,0.3333,0.1667,25.42,"[100, 0, 200, 0]",0.1111,0.3333,300
18,0.3333,0.1667,28.78,"[100, 0, 200, 0]",0.1111,0.3333,300
19,0.6667,0.5333,26.64,"[0, 100, 0, 200]",0.4444,0.6667,300
20,0.6667,0.5333,26.18,"[0, 100, 0, 200]",0.4444,0.6667,300
21,0.3333,0.1667,24.31,"[100, 0, 200, 0]",0.1111,0.3333,300
22,0.6667,0.5333,24.85,"[0, 100, 0, 200]",0.4444,0.6667,300
23,0.3333,0.1667,26.48,"[100, 0, 200, 0]",0.1111,0.3333,300
24,0.6667,0.5333,28.24,"[0, 100, 0, 200]",0.4444,0.6667,300
25,0.3333,0.1667,26.53,"[100, 0, 200, 0]",0.1111,0.3333,300
