Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,129.72857142857148,189.8,60.0,1023.6944196428572,1074.86328125,738.39453125,2444.514732142857,2961.3828125,2351.3125
2,169.38181818181826,192.8,61.9,1331.8890269886363,1336.14453125,1303.0703125,1298.8371803977273,1370.23046875,1279.109375
3,168.8235294117647,188.8,20.0,1357.1245404411766,1360.19140625,1344.1484375,1095.6440716911766,1146.54296875,1086.67578125
4,156.91904761904763,191.9,0.0,1434.1436011904761,1500.0234375,1352.140625,813.7353050595239,1023.74609375,689.48828125
5,171.54000000000002,189.8,33.0,1506.4685546875,1507.6875,1499.6328125,745.3896484375,764.26953125,741.68359375
6,170.65217391304353,191.8,20.0,1509.547554347826,1509.8203125,1507.51953125,738.5616508152174,747.265625,735.41015625
7,168.81875000000002,184.7,133.8,1509.8173828125,1509.83984375,1509.78515625,781.85888671875,787.3671875,778.65234375
8,97.8146341463415,185.8,0.0,1509.7665550595239,1509.8125,1509.7421875,742.7432105654761,774.7265625,688.60546875
9,170.05500000000006,186.8,120.8,1509.7751953125,1509.796875,1509.74609375,701.6892578125,707.55078125,697.109375
10,87.96428571428574,188.4,0.0,1520.5436356707316,1520.85546875,1509.5546875,623.0125762195122,684.37109375,515.70703125
11,163.97619047619054,186.8,25.0,1535.75,1537.09375,1527.78515625,608.1685267857143,619.86328125,600.7734375
12,167.40476190476198,187.9,1.0,1537.06640625,1537.0859375,1537.03515625,513.7325148809524,522.39453125,504.6484375
13,167.69090909090914,192.8,60.9,1414.032315340909,1414.1875,1413.80078125,591.8845880681819,593.90625,589.2265625
