Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,44.28026315789475,51.95,6.25,951.3410773026316,993.66796875,649.76953125,2948.5750411184213,3455.1953125,2839.47265625
2,47.06875000000001,52.45,18.975,1046.63623046875,1049.9296875,1011.734375,2566.48388671875,2611.94140625,2553.50390625
3,44.61904761904763,52.225,1.75,1087.8865327380952,1092.41796875,1061.984375,2349.516183035714,2421.24609375,2337.90625
4,48.86333333333334,51.2,44.725,1151.16484375,1222.7734375,1088.3984375,2138.9270833333335,2324.98828125,2069.80078125
5,35.22380952380952,52.2,0.0,1223.8402157738096,1234.7265625,1208.48046875,2098.3768601190477,2131.890625,2021.390625
6,48.057352941176475,53.725,24.725,1248.9947150735295,1249.30078125,1246.73046875,2017.4935661764705,2022.125,2012.09375
7,48.73833333333334,51.975,38.225,1249.1783854166667,1249.3359375,1247.2734375,2011.1018229166666,2014.72265625,2009.26953125
8,49.21166666666668,52.4,42.2,1249.1861979166667,1249.33984375,1247.27734375,1993.3463541666667,1998.63671875,1991.5703125
9,47.28125000000001,52.225,15.0,1249.25927734375,1249.4375,1247.25390625,1966.2998046875,1985.52734375,1930.82421875
10,49.37833333333334,52.975,46.95,1252.52421875,1254.79296875,1247.35546875,1990.2604166666667,1994.109375,1988.328125
11,42.761206896551734,55.95,12.475,1255.7357219827586,1256.84375,1245.72265625,1819.1165140086207,1914.6640625,1786.52734375
