Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,41.95,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.6667,0.5333,36.79,"[0, 100, 0, 200]",0.4444,0.6667,300
3,0.3333,0.1667,59.91,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,33.12,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,24.99,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,25.74,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,49.93,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,50.77,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,29.83,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.3333,0.1667,36.03,"[100, 0, 200, 0]",0.1111,0.3333,300
11,0.3333,0.1667,33.79,"[100, 0, 200, 0]",0.1111,0.3333,300
12,0.3333,0.1667,37.05,"[100, 0, 200, 0]",0.1111,0.3333,300
13,0.3333,0.1667,27.18,"[100, 0, 200, 0]",0.1111,0.3333,300
14,0.3333,0.1667,30.4,"[100, 0, 200, 0]",0.1111,0.3333,300
15,0.3333,0.1667,29.35,"[100, 0, 200, 0]",0.1111,0.3333,300
16,0.3333,0.1667,26.64,"[100, 0, 200, 0]",0.1111,0.3333,300
17,0.3333,0.1667,27.8,"[100, 0, 200, 0]",0.1111,0.3333,300
18,0.3333,0.1667,47.49,"[100, 0, 200, 0]",0.1111,0.3333,300
19,0.6667,0.5333,45.54,"[0, 100, 0, 200]",0.4444,0.6667,300
20,0.6667,0.5333,29.35,"[0, 100, 0, 200]",0.4444,0.6667,300
21,0.6667,0.5333,53.16,"[0, 100, 0, 200]",0.4444,0.6667,300
22,0.6667,0.5333,33.9,"[0, 100, 0, 200]",0.4444,0.6667,300
23,0.3333,0.1667,34.1,"[100, 0, 200, 0]",0.1111,0.3333,300
24,0.3333,0.1667,34.1,"[100, 0, 200, 0]",0.1111,0.3333,300
25,0.3333,0.1667,34.1,"[100, 0, 200, 0]",0.1111,0.3333,300
