Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.7267,0.6882,24.57,"[30, 70, 12, 188]",0.7239,0.7267,300
2,0.38,0.2689,26.68,"[98, 2, 184, 16]",0.7084,0.38,300
3,0.3333,0.1667,25.24,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,24.41,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,25.34,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,23.07,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,22.32,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,23.52,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,22.23,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.73,0.7367,23.15,"[93, 7, 74, 126]",0.8172,0.73,300
11,0.5633,0.5608,27.06,"[87, 13, 118, 82]",0.7169,0.5633,300
12,0.94,0.9397,22.12,"[89, 11, 7, 193]",0.9397,0.94,300
