Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,28.0,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.3333,0.1667,25.41,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.6667,0.5333,23.55,"[0, 100, 0, 200]",0.4444,0.6667,300
4,0.3333,0.1667,23.36,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,26.25,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.6667,0.5333,23.53,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.6667,0.5333,23.37,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.3333,0.1667,26.11,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.6667,0.5333,26.25,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.6667,0.5333,22.16,"[0, 100, 0, 200]",0.4444,0.6667,300
11,0.3333,0.1667,25.37,"[100, 0, 200, 0]",0.1111,0.3333,300
12,0.3333,0.1667,26.42,"[100, 0, 200, 0]",0.1111,0.3333,300
13,0.3333,0.1667,24.25,"[100, 0, 200, 0]",0.1111,0.3333,300
14,0.3333,0.1667,26.26,"[100, 0, 200, 0]",0.1111,0.3333,300
15,0.3333,0.1667,21.55,"[100, 0, 200, 0]",0.1111,0.3333,300
16,0.3333,0.1667,23.25,"[100, 0, 200, 0]",0.1111,0.3333,300
17,0.3333,0.1667,25.52,"[100, 0, 200, 0]",0.1111,0.3333,300
18,0.3333,0.1667,26.33,"[100, 0, 200, 0]",0.1111,0.3333,300
19,0.6667,0.5333,26.3,"[0, 100, 0, 200]",0.4444,0.6667,300
20,0.3333,0.1667,22.47,"[100, 0, 200, 0]",0.1111,0.3333,300
21,0.6667,0.5333,26.13,"[0, 100, 0, 200]",0.4444,0.6667,300
22,0.3333,0.1667,25.74,"[100, 0, 200, 0]",0.1111,0.3333,300
23,0.6667,0.5333,25.44,"[0, 100, 0, 200]",0.4444,0.6667,300
24,0.6667,0.5333,22.45,"[0, 100, 0, 200]",0.4444,0.6667,300
25,0.3333,0.1667,26.24,"[100, 0, 200, 0]",0.1111,0.3333,300
