Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3333,0.1667,24.41,"[100, 0, 200, 0]",0.1111,0.3333,300
2,0.3333,0.1667,26.77,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,25.95,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,26.0,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,25.24,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,25.4,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,24.23,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.4167,0.3333,24.64,"[98, 2, 173, 27]",0.7412,0.4167,300
9,0.68,0.6876,25.31,"[66, 34, 62, 138]",0.7068,0.68,300
10,0.8267,0.8205,25.48,"[63, 37, 15, 185]",0.8248,0.8267,300
11,0.8433,0.833,26.02,"[59, 41, 6, 194]",0.8529,0.8433,300
12,0.8967,0.8932,25.61,"[74, 26, 5, 195]",0.9005,0.8967,300
13,0.9,0.896,26.16,"[73, 27, 3, 197]",0.9065,0.9,300
14,0.9033,0.9027,26.5,"[83, 17, 12, 188]",0.9026,0.9033,300
