Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,146.96216216216223,192.8,86.9,992.1505489864865,1068.890625,712.05078125,2568.0627111486488,3087.51171875,2413.68359375
2,86.83658536585368,189.8,0.0,1358.4386432926829,1372.45703125,1292.09375,1273.4185403963415,1405.80078125,1202.96484375
3,168.7083333333334,190.9,119.0,1381.19873046875,1383.33984375,1380.5078125,1168.5040690104167,1188.59375,1158.14453125
4,165.0761904761905,198.6,69.9,1496.974888392857,1505.05859375,1381.20703125,950.0267857142857,1121.11328125,864.29296875
5,165.17600000000002,201.7,119.5,1505.2078125,1512.3359375,1502.2890625,825.92203125,837.0390625,816.99609375
6,163.11785714285716,225.9,30.0,1505.6027199074074,1509.21484375,1505.21484375,843.5062210648148,856.6875,833.8515625
7,111.9651162790698,202.7,0.0,1505.4288699127908,1505.46875,1505.40234375,815.5640443313954,840.03125,681.87109375
8,108.16666666666671,191.8,0.0,1507.0188802083333,1507.10546875,1505.0390625,799.1704799107143,841.24609375,735.1484375
9,87.35952380952384,195.8,0.0,1505.391090029762,1505.43359375,1505.37109375,770.0918898809524,794.6015625,693.06640625
10,148.6285714285715,205.7,0.0,1515.4229910714287,1518.4921875,1505.2265625,804.690662202381,826.90625,799.08203125
11,118.54545454545459,200.9,0.0,1504.2848899147727,1506.84375,1496.81640625,779.9406960227273,803.8125,681.87109375
12,164.66285714285723,206.6,100.3,1513.9691964285714,1515.9765625,1513.8125,716.17109375,725.26953125,709.2265625
13,155.07333333333338,200.8,95.9,1507.00859375,1509.02734375,1506.74609375,670.4427083333334,676.3203125,665.78515625
14,101.67619047619048,215.8,0.0,1516.8529575892858,1518.83203125,1514.78125,629.3285900297619,659.95703125,501.328125
