Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3367,0.1737,53.61,"[100, 0, 199, 1]",0.7781,0.3367,300
2,0.6167,0.613,30.37,"[39, 61, 54, 146]",0.61,0.6167,300
3,0.3333,0.1667,23.83,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,50.73,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,31.19,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,30.45,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,26.36,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,24.13,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,26.79,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.7767,0.7829,28.28,"[94, 6, 61, 139]",0.8412,0.7767,300
11,0.92,0.9183,25.25,"[81, 19, 5, 195]",0.9214,0.92,300
